source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[individual]	characteristics[biological replicate]	characteristics[country]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[sampling time]	assay name	comment[data file]	comment[file uri]	Technology type	comment[fraction identifier]	comment[fractionation method]	comment[technical replicate]	comment[label]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD013852-Sample-9	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	12	12	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_2	UK_donors_fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_2.raw	proteomic profiling by mass spectrometry	2	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT128N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-9	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	13	13	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_2	UK_donors_fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_2.raw	proteomic profiling by mass spectrometry	2	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT128C	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-9	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	14	14	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_2	UK_donors_fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_2.raw	proteomic profiling by mass spectrometry	2	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT129N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-9	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	15	15	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_2	UK_donors_fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_2.raw	proteomic profiling by mass spectrometry	2	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT129C	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-9	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	16	16	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_2	UK_donors_fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_2.raw	proteomic profiling by mass spectrometry	2	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT130N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-9	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	17	17	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_2	UK_donors_fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_2.raw	proteomic profiling by mass spectrometry	2	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT130C	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-9	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	18	18	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_2	UK_donors_fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_2.raw	proteomic profiling by mass spectrometry	2	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT131N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-10	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	10	10	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_3	UK_donors_fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_3.raw	proteomic profiling by mass spectrometry	3	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT127N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-10	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	11	11	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_3	UK_donors_fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_3.raw	proteomic profiling by mass spectrometry	3	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT127C	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-10	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	12	12	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_3	UK_donors_fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_3.raw	proteomic profiling by mass spectrometry	3	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT128N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-10	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	13	13	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_3	UK_donors_fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_3.raw	proteomic profiling by mass spectrometry	3	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT128C	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-10	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	14	14	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_3	UK_donors_fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_3.raw	proteomic profiling by mass spectrometry	3	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT129N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-10	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	15	15	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_3	UK_donors_fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_3.raw	proteomic profiling by mass spectrometry	3	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT129C	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-10	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	16	16	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_3	UK_donors_fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_3.raw	proteomic profiling by mass spectrometry	3	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT130N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-10	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	17	17	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_3	UK_donors_fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_3.raw	proteomic profiling by mass spectrometry	3	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT130C	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-10	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	18	18	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_3	UK_donors_fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_3.raw	proteomic profiling by mass spectrometry	3	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT131N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-11	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	10	10	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_4	UK_donors_fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_4.raw	proteomic profiling by mass spectrometry	4	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT127N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-11	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	11	11	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_4	UK_donors_fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_4.raw	proteomic profiling by mass spectrometry	4	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT127C	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-11	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	12	12	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_4	UK_donors_fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_4.raw	proteomic profiling by mass spectrometry	4	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT128N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-11	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	13	13	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_4	UK_donors_fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_4.raw	proteomic profiling by mass spectrometry	4	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT128C	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-11	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	14	14	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_4	UK_donors_fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_4.raw	proteomic profiling by mass spectrometry	4	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT129N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-11	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	15	15	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_4	UK_donors_fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_4.raw	proteomic profiling by mass spectrometry	4	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT129C	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-11	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	16	16	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_4	UK_donors_fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_4.raw	proteomic profiling by mass spectrometry	4	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT130N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-11	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	17	17	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_4	UK_donors_fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_4.raw	proteomic profiling by mass spectrometry	4	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT130C	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
PXD013852-Sample-11	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	18	18	United Kingdom	not available	not available	not available	normal	no depletion	not applicable	UK_donors_fraction_4	UK_donors_fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD013852/UK_donors_fraction_4.raw	proteomic profiling by mass spectrometry	4	AC=PRIDE:0000554;NT= Hydrophilic interaction chromatography (HILIC)	1	TMT131N	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	AC=MS:1002732;NT=Orbitrap Fusion Lumos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Tandem_Mass_Tag_10-plex;AC=NCIT:C161869;TA=K;MT=Fixed	NT=Tandem_Mass_Tag_10-plex;PP=Any N-term;MT=Fixed;AC=NCIT:C161869	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	65 NCE	20 ppm	0.03 Th	AC=CL:0000232; NT=erythrocyte
