source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[age]	characteristics[cell type]	characteristics[enrichment process]	characteristics[disease]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[fractionation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
PXD013868-Sample 27	Arabidopsis thaliana	hypocotyl	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 106	02133_F06_P023386_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_F06_P023386_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	hypocotyl
PXD013868-Sample 27	Arabidopsis thaliana	hypocotyl	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 107	02133_G06_P023386_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_G06_P023386_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	hypocotyl
PXD013868-Sample 27	Arabidopsis thaliana	hypocotyl	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 108	02133_H06_P023386_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_H06_P023386_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	hypocotyl
PXD013868-Sample 28	Arabidopsis thaliana	root tip	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 109	02133_A07_P023387_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_A07_P023387_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	root tip
PXD013868-Sample 28	Arabidopsis thaliana	root tip	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 110	02133_B07_P023387_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_B07_P023387_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	root tip
PXD013868-Sample 28	Arabidopsis thaliana	root tip	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 111	02133_C07_P023387_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_C07_P023387_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	root tip
PXD013868-Sample 28	Arabidopsis thaliana	root tip	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 112	02133_D07_P023387_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_D07_P023387_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	root tip
PXD013868-Sample 29	Arabidopsis thaliana	root upper zone	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 113	02133_E07_P023388_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_E07_P023388_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	root upper zone
PXD013868-Sample 29	Arabidopsis thaliana	root upper zone	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 114	02133_F07_P023388_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_F07_P023388_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	root upper zone
PXD013868-Sample 29	Arabidopsis thaliana	root upper zone	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 115	02133_G07_P023388_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_G07_P023388_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	root upper zone
PXD013868-Sample 29	Arabidopsis thaliana	root upper zone	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 116	02133_H07_P023388_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_H07_P023388_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	root upper zone
PXD013868-Sample 30	Arabidopsis thaliana	Shoot tip	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 117	02133_A08_P023389_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_A08_P023389_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Shoot tip
PXD013868-Sample 30	Arabidopsis thaliana	Shoot tip	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 118	02133_B08_P023389_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_B08_P023389_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Shoot tip
PXD013868-Sample 30	Arabidopsis thaliana	Shoot tip	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 119	02133_C08_P023389_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_C08_P023389_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Shoot tip
PXD013868-Sample 30	Arabidopsis thaliana	Shoot tip	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 120	02133_D08_P023389_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_D08_P023389_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Shoot tip
