source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell type]	characteristics[biological replicate]	assay name	Technology Type	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 23	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	23	1	CHPP_SDS_3023.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3023.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 24	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	24	1	CHPP_SDS_3024.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3024.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 25	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	25	1	CHPP_SDS_3025.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3025.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 26	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	26	1	CHPP_SDS_3026.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3026.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 27	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	27	1	CHPP_SDS_3027.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3027.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 28	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	28	1	CHPP_SDS_3028.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3028.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 129	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	CHPP_Tricine_3001.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3001.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 130	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	2	CHPP_Tricine_3002.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3002.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 131	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	3	2	CHPP_Tricine_3003.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3003.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 132	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	4	2	CHPP_Tricine_3004.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3004.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 133	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	5	2	CHPP_Tricine_3005.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3005.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 134	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	6	2	CHPP_Tricine_3006.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3006.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 135	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	7	2	CHPP_Tricine_3007.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3007.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 136	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	8	2	CHPP_Tricine_3008.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3008.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 137	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	9	2	CHPP_Tricine_3009.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3009.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 138	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	10	2	CHPP_Tricine_3010.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3010.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 139	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	11	2	CHPP_Tricine_3011.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3011.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 140	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	12	2	CHPP_Tricine_3012.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3012.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 141	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	13	2	CHPP_Tricine_3013.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3013.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 142	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	14	2	CHPP_Tricine_3014.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3014.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 143	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	15	2	CHPP_Tricine_3015.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3015.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 144	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	16	2	CHPP_Tricine_3016.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3016.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 145	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	17	2	CHPP_Tricine_3017.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3017.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 146	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	18	2	CHPP_Tricine_3018.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3018.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 147	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	19	2	CHPP_Tricine_3019.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3019.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 148	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20	2	CHPP_Tricine_3020.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3020.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 149	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	21	2	CHPP_Tricine_3021.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3021.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 150	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	22	2	CHPP_Tricine_3022.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_Tricine_3022.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
