source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
MSV000085836-Sample-339	Homo sapiens	Large Intestine	not available	CL-34	not available	1	run 495	g00603_Prot_38_03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00603_Prot_38_03.raw	1	3	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	CL-34
MSV000085836-Sample-340	Homo sapiens	Oesophagus	not available	KYSE-410	not available	1	run 495	g00603_Prot_38_03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00603_Prot_38_03.raw	1	3	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KYSE-410
MSV000085836-Sample-341	Homo sapiens	Autonomic Ganglia	not available	SK-N-AS	not available	1	run 495	g00603_Prot_38_03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00603_Prot_38_03.raw	1	3	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SK-N-AS
MSV000085836-Sample-342	Homo sapiens	Lung	not available	NCI-H446	not available	1	run 495	g00603_Prot_38_03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00603_Prot_38_03.raw	1	3	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H446
MSV000085836-Sample-334	Homo sapiens	Skin	not available	A101D	not available	1	run 496	g00604_Prot_38_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00604_Prot_38_04.raw	1	4	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	A101D
MSV000085836-Sample-335	Homo sapiens	Haematopoietic and Lymphoid Tissue	not available	JM1	not available	1	run 496	g00604_Prot_38_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00604_Prot_38_04.raw	1	4	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	JM1
MSV000085836-Sample-336	Homo sapiens	Central Nervous System	not available	Daoy	not available	1	run 496	g00604_Prot_38_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00604_Prot_38_04.raw	1	4	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	Daoy
MSV000085836-Sample-337	Homo sapiens	Soft Tissue	not available	KYM-1	not available	1	run 496	g00604_Prot_38_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00604_Prot_38_04.raw	1	4	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KYM-1
MSV000085836-Sample-338	Homo sapiens	Haematopoietic and Lymphoid Tissue	not available	KASUMI-2	not available	1	run 496	g00604_Prot_38_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00604_Prot_38_04.raw	1	4	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KASUMI-2
MSV000085836-Sample-339	Homo sapiens	Large Intestine	not available	CL-34	not available	1	run 496	g00604_Prot_38_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00604_Prot_38_04.raw	1	4	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	CL-34
MSV000085836-Sample-340	Homo sapiens	Oesophagus	not available	KYSE-410	not available	1	run 496	g00604_Prot_38_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00604_Prot_38_04.raw	1	4	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KYSE-410
MSV000085836-Sample-341	Homo sapiens	Autonomic Ganglia	not available	SK-N-AS	not available	1	run 496	g00604_Prot_38_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00604_Prot_38_04.raw	1	4	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SK-N-AS
MSV000085836-Sample-342	Homo sapiens	Lung	not available	NCI-H446	not available	1	run 496	g00604_Prot_38_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00604_Prot_38_04.raw	1	4	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H446
MSV000085836-Sample-334	Homo sapiens	Skin	not available	A101D	not available	1	run 497	g00605_Prot_38_05.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00605_Prot_38_05.raw	1	5	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	A101D
MSV000085836-Sample-335	Homo sapiens	Haematopoietic and Lymphoid Tissue	not available	JM1	not available	1	run 497	g00605_Prot_38_05.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00605_Prot_38_05.raw	1	5	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	JM1
MSV000085836-Sample-336	Homo sapiens	Central Nervous System	not available	Daoy	not available	1	run 497	g00605_Prot_38_05.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00605_Prot_38_05.raw	1	5	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	Daoy
MSV000085836-Sample-337	Homo sapiens	Soft Tissue	not available	KYM-1	not available	1	run 497	g00605_Prot_38_05.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00605_Prot_38_05.raw	1	5	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KYM-1
MSV000085836-Sample-338	Homo sapiens	Haematopoietic and Lymphoid Tissue	not available	KASUMI-2	not available	1	run 497	g00605_Prot_38_05.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00605_Prot_38_05.raw	1	5	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KASUMI-2
MSV000085836-Sample-339	Homo sapiens	Large Intestine	not available	CL-34	not available	1	run 497	g00605_Prot_38_05.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00605_Prot_38_05.raw	1	5	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	CL-34
MSV000085836-Sample-340	Homo sapiens	Oesophagus	not available	KYSE-410	not available	1	run 497	g00605_Prot_38_05.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00605_Prot_38_05.raw	1	5	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KYSE-410
MSV000085836-Sample-341	Homo sapiens	Autonomic Ganglia	not available	SK-N-AS	not available	1	run 497	g00605_Prot_38_05.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00605_Prot_38_05.raw	1	5	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SK-N-AS
MSV000085836-Sample-342	Homo sapiens	Lung	not available	NCI-H446	not available	1	run 497	g00605_Prot_38_05.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00605_Prot_38_05.raw	1	5	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H446
MSV000085836-Sample-334	Homo sapiens	Skin	not available	A101D	not available	1	run 498	g00606_Prot_38_06.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00606_Prot_38_06.raw	1	6	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	A101D
MSV000085836-Sample-335	Homo sapiens	Haematopoietic and Lymphoid Tissue	not available	JM1	not available	1	run 498	g00606_Prot_38_06.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00606_Prot_38_06.raw	1	6	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	JM1
MSV000085836-Sample-336	Homo sapiens	Central Nervous System	not available	Daoy	not available	1	run 498	g00606_Prot_38_06.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00606_Prot_38_06.raw	1	6	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	Daoy
MSV000085836-Sample-337	Homo sapiens	Soft Tissue	not available	KYM-1	not available	1	run 498	g00606_Prot_38_06.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00606_Prot_38_06.raw	1	6	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KYM-1
MSV000085836-Sample-338	Homo sapiens	Haematopoietic and Lymphoid Tissue	not available	KASUMI-2	not available	1	run 498	g00606_Prot_38_06.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00606_Prot_38_06.raw	1	6	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KASUMI-2
MSV000085836-Sample-339	Homo sapiens	Large Intestine	not available	CL-34	not available	1	run 498	g00606_Prot_38_06.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00606_Prot_38_06.raw	1	6	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	CL-34
MSV000085836-Sample-340	Homo sapiens	Oesophagus	not available	KYSE-410	not available	1	run 498	g00606_Prot_38_06.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00606_Prot_38_06.raw	1	6	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KYSE-410
MSV000085836-Sample-341	Homo sapiens	Autonomic Ganglia	not available	SK-N-AS	not available	1	run 498	g00606_Prot_38_06.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00606_Prot_38_06.raw	1	6	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SK-N-AS
MSV000085836-Sample-342	Homo sapiens	Lung	not available	NCI-H446	not available	1	run 498	g00606_Prot_38_06.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00606_Prot_38_06.raw	1	6	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H446
MSV000085836-Sample-334	Homo sapiens	Skin	not available	A101D	not available	1	run 499	g00607_Prot_38_07.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00607_Prot_38_07.raw	1	7	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	A101D
MSV000085836-Sample-335	Homo sapiens	Haematopoietic and Lymphoid Tissue	not available	JM1	not available	1	run 499	g00607_Prot_38_07.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00607_Prot_38_07.raw	1	7	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	JM1
MSV000085836-Sample-336	Homo sapiens	Central Nervous System	not available	Daoy	not available	1	run 499	g00607_Prot_38_07.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00607_Prot_38_07.raw	1	7	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	Daoy
MSV000085836-Sample-337	Homo sapiens	Soft Tissue	not available	KYM-1	not available	1	run 499	g00607_Prot_38_07.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00607_Prot_38_07.raw	1	7	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KYM-1
MSV000085836-Sample-338	Homo sapiens	Haematopoietic and Lymphoid Tissue	not available	KASUMI-2	not available	1	run 499	g00607_Prot_38_07.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00607_Prot_38_07.raw	1	7	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KASUMI-2
MSV000085836-Sample-339	Homo sapiens	Large Intestine	not available	CL-34	not available	1	run 499	g00607_Prot_38_07.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00607_Prot_38_07.raw	1	7	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	CL-34
MSV000085836-Sample-340	Homo sapiens	Oesophagus	not available	KYSE-410	not available	1	run 499	g00607_Prot_38_07.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00607_Prot_38_07.raw	1	7	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KYSE-410
MSV000085836-Sample-341	Homo sapiens	Autonomic Ganglia	not available	SK-N-AS	not available	1	run 499	g00607_Prot_38_07.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/g00607_Prot_38_07.raw	1	7	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SK-N-AS
