source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 120	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_9.raw	1	40	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 121	proteomic profiling by mass spectrometry	20190219_HCT116_Down_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_1.raw	2	1	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 122	proteomic profiling by mass spectrometry	20190219_HCT116_Down_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_11.raw	2	2	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 123	proteomic profiling by mass spectrometry	20190219_HCT116_Down_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_12.raw	2	3	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 124	proteomic profiling by mass spectrometry	20190219_HCT116_Down_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_13.raw	2	4	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 125	proteomic profiling by mass spectrometry	20190219_HCT116_Down_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_14.raw	2	5	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 126	proteomic profiling by mass spectrometry	20190219_HCT116_Down_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_15.raw	2	6	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 127	proteomic profiling by mass spectrometry	20190219_HCT116_Down_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_16.raw	2	7	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 128	proteomic profiling by mass spectrometry	20190219_HCT116_Down_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_17.raw	2	8	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 129	proteomic profiling by mass spectrometry	20190219_HCT116_Down_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_18.raw	2	9	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 130	proteomic profiling by mass spectrometry	20190219_HCT116_Down_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_2.raw	2	10	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 131	proteomic profiling by mass spectrometry	20190219_HCT116_Down_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_20.raw	2	11	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 132	proteomic profiling by mass spectrometry	20190219_HCT116_Down_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_3.raw	2	12	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 133	proteomic profiling by mass spectrometry	20190219_HCT116_Down_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_4.raw	2	13	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 134	proteomic profiling by mass spectrometry	20190219_HCT116_Down_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_5.raw	2	14	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 135	proteomic profiling by mass spectrometry	20190219_HCT116_Down_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_6.raw	2	15	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 136	proteomic profiling by mass spectrometry	20190219_HCT116_Down_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_7.raw	2	16	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 137	proteomic profiling by mass spectrometry	20190219_HCT116_Down_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_8.raw	2	17	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 138	proteomic profiling by mass spectrometry	20190219_HCT116_Down_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_Down_9.raw	2	18	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 139	proteomic profiling by mass spectrometry	20190219_HCT116_UP_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_1.raw	2	19	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 140	proteomic profiling by mass spectrometry	20190219_HCT116_UP_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_10.raw	2	20	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 141	proteomic profiling by mass spectrometry	20190219_HCT116_UP_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_11.raw	2	21	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 142	proteomic profiling by mass spectrometry	20190219_HCT116_UP_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_12.raw	2	22	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 143	proteomic profiling by mass spectrometry	20190219_HCT116_UP_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_13.raw	2	23	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 144	proteomic profiling by mass spectrometry	20190219_HCT116_UP_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_14.raw	2	24	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 145	proteomic profiling by mass spectrometry	20190219_HCT116_UP_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_15.raw	2	25	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 146	proteomic profiling by mass spectrometry	20190219_HCT116_UP_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_16.raw	2	26	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 147	proteomic profiling by mass spectrometry	20190219_HCT116_UP_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_17.raw	2	27	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 148	proteomic profiling by mass spectrometry	20190219_HCT116_UP_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_18.raw	2	28	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 149	proteomic profiling by mass spectrometry	20190219_HCT116_UP_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_19.raw	2	29	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 150	proteomic profiling by mass spectrometry	20190219_HCT116_UP_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_2.raw	2	30	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 151	proteomic profiling by mass spectrometry	20190219_HCT116_UP_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_20.raw	2	31	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 152	proteomic profiling by mass spectrometry	20190219_HCT116_UP_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_3.raw	2	32	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 153	proteomic profiling by mass spectrometry	20190219_HCT116_UP_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_4.raw	2	33	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 154	proteomic profiling by mass spectrometry	20190219_HCT116_UP_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_5.raw	2	34	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 155	proteomic profiling by mass spectrometry	20190219_HCT116_UP_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_6.raw	2	35	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 156	proteomic profiling by mass spectrometry	20190219_HCT116_UP_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_7.raw	2	36	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 157	proteomic profiling by mass spectrometry	20190219_HCT116_UP_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_8.raw	2	37	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 158	proteomic profiling by mass spectrometry	20190219_HCT116_UP_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190219_HCT116_UP_9.raw	2	38	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 159	proteomic profiling by mass spectrometry	20190510_Hct116_down_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190510_Hct116_down_10.raw	2	39	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 160	proteomic profiling by mass spectrometry	20190510_Hct116_down_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190510_Hct116_down_19.raw	2	40	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
