source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	comment[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	value[organism part]		
PXD004352-Sample-382	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.CM_02 (activated)	proteomic profiling by mass spectrometry	T8.CM_02 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004733T8.CM_02 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-383	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.CM_02 (steady-state)	proteomic profiling by mass spectrometry	T8.CM_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004734T8.CM_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-384	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.CM_03 (activated)	proteomic profiling by mass spectrometry	T8.CM_03 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004735T8.CM_03 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-385	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.CM_03 (steady-state)	proteomic profiling by mass spectrometry	T8.CM_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004736T8.CM_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-386	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.CM_04 (activated)	proteomic profiling by mass spectrometry	T8.CM_04 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004737T8.CM_04 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-387	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.CM_04 (steady-state)	proteomic profiling by mass spectrometry	T8.CM_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004738T8.CM_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-388	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EMRA_01 (activated)	proteomic profiling by mass spectrometry	T8.EMRA_01 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004739T8.EMRA_01 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-389	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EMRA_01 (steady-state)	proteomic profiling by mass spectrometry	T8.EMRA_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004740T8.EMRA_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-390	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EMRA_02 (activated)	proteomic profiling by mass spectrometry	T8.EMRA_02 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004741T8.EMRA_02 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-391	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EMRA_02 (steady-state)	proteomic profiling by mass spectrometry	T8.EMRA_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004742T8.EMRA_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-392	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EMRA_03 (activated)	proteomic profiling by mass spectrometry	T8.EMRA_03 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004743T8.EMRA_03 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-393	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EMRA_03 (steady-state)	proteomic profiling by mass spectrometry	T8.EMRA_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004744T8.EMRA_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-394	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EMRA_04 (activated)	proteomic profiling by mass spectrometry	T8.EMRA_04 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004745T8.EMRA_04 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-395	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EMRA_04 (steady-state)	proteomic profiling by mass spectrometry	T8.EMRA_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004746T8.EMRA_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-396	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EM_01 (activated)	proteomic profiling by mass spectrometry	T8.EM_01 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004747T8.EM_01 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-397	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EM_01 (steady-state)	proteomic profiling by mass spectrometry	T8.EM_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004748T8.EM_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-398	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EM_02 (activated)	proteomic profiling by mass spectrometry	T8.EM_02 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004749T8.EM_02 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-399	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EM_02 (steady-state)	proteomic profiling by mass spectrometry	T8.EM_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004750T8.EM_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-400	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EM_03 (activated)	proteomic profiling by mass spectrometry	T8.EM_03 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004751T8.EM_03 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-401	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EM_03 (steady-state)	proteomic profiling by mass spectrometry	T8.EM_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004752T8.EM_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-402	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EM_04 (activated)	proteomic profiling by mass spectrometry	T8.EM_04 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004753T8.EM_04 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-403	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.EM_04 (steady-state)	proteomic profiling by mass spectrometry	T8.EM_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004754T8.EM_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-404	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.naive_01 (activated)	proteomic profiling by mass spectrometry	T8.naive_01 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004755T8.naive_01 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-405	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.naive_01 (steady-state)	proteomic profiling by mass spectrometry	T8.naive_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004756T8.naive_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-406	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.naive_02 (activated)	proteomic profiling by mass spectrometry	T8.naive_02 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004757T8.naive_02 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-407	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.naive_02 (steady-state)	proteomic profiling by mass spectrometry	T8.naive_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004758T8.naive_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-408	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.naive_03 (activated)	proteomic profiling by mass spectrometry	T8.naive_03 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004759T8.naive_03 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-409	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.naive_03 (steady-state)	proteomic profiling by mass spectrometry	T8.naive_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004760T8.naive_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-410	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.naive_04 (activated)	proteomic profiling by mass spectrometry	T8.naive_04 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004761T8.naive_04 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-411	Homo sapiens	Blood	1	CD8-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	T8.naive_04 (steady-state)	proteomic profiling by mass spectrometry	T8.naive_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004762T8.naive_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-412	Homo sapiens	Blood	1	Helper T-lymphocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	Th1_01 (steady-state)	proteomic profiling by mass spectrometry	Th1_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004763Th1_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-413	Homo sapiens	Blood	1	Helper T-lymphocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	Th1_02 (steady-state)	proteomic profiling by mass spectrometry	Th1_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004764Th1_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
