Comentarios								No lo tengo claro, no especifica que sean healthy													Duda						
source name	Organism	Organism part	Age	Developmental stage	Cell line	Cell type	Sex	Disease	Prognosis	Biological replicate	Individual	Material Type	Assay name	Technology type	Proteomics data acquisition method	Data file	File uri	Technical replicate	comment[fraction identifier]	Label	Instrument	Modification parameters	Cleavage agent details	m/z acquisition range	Precursor mass tolerance	Fragment mass tolerance]	Prognosis
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_d11_F4_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_d11_F4_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_d11_F4_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_d11_F4_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_d11_F4_pre_161026094501	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_d11_F4_pre_161026094501	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_d11_F4_pre_161026094501.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_d11_F4_pre_161026094501.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_d11_F4_pre_161113003207	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_d11_F4_pre_161113003207	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_d11_F4_pre_161113003207.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_d11_F4_pre_161113003207.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g8_F4_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g8_F4_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g8_F4_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g8_F4_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g8_F4_post_161028092608	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g8_F4_post_161028092608	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g8_F4_post_161028092608.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g8_F4_post_161028092608.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g8_F4_post_161110060313	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g8_F4_post_161110060313	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g8_F4_post_161110060313.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g8_F4_post_161110060313.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161108_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a3_F5_post_161111011537	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161108_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a3_F5_post_161111011537	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161108_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a3_F5_post_161111011537.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161108_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a3_F5_post_161111011537.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a3_F5_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a3_F5_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a3_F5_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a3_F5_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a3_F5_post_161024024853	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a3_F5_post_161024024853	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a3_F5_post_161024024853.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a3_F5_post_161024024853.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a9_F5_1y	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a9_F5_1y	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a9_F5_1y.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a9_F5_1y.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a9_F5_1y_161024171538	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a9_F5_1y_161024171538	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a9_F5_1y_161024171538.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a9_F5_1y_161024171538.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a9_F5_1y_161111074136	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a9_F5_1y_161111074136	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a9_F5_1y_161111074136.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a9_F5_1y_161111074136.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f10_F5_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f10_F5_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f10_F5_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f10_F5_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f10_F5_pre_161027224555	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f10_F5_pre_161027224555	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f10_F5_pre_161027224555.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f10_F5_pre_161027224555.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f10_F5_pre_161109192625	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f10_F5_pre_161109192625	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f10_F5_pre_161109192625.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f10_F5_pre_161109192625.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g2_F5_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g2_F5_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g2_F5_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g2_F5_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g2_F5_3m_161028030222	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g2_F5_3m_161028030222	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g2_F5_3m_161028030222.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g2_F5_3m_161028030222.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g2_F5_3m_161109234055	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g2_F5_3m_161109234055	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g2_F5_3m_161109234055.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g2_F5_3m_161109234055.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a12_F9_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a12_F9_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a12_F9_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a12_F9_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a12_F9_post_161024202516	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a12_F9_post_161024202516	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a12_F9_post_161024202516.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a12_F9_post_161024202516.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a12_F9_post_161111105446	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a12_F9_post_161111105446	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a12_F9_post_161111105446.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a12_F9_post_161111105446.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f5_F9_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f5_F9_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f5_F9_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f5_F9_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f5_F9_pre_161027172504	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f5_F9_pre_161027172504	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f5_F9_pre_161027172504.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f5_F9_pre_161027172504.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f5_F9_pre_161109140856	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f5_F9_pre_161109140856	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f5_F9_pre_161109140856.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_f5_F9_pre_161109140856.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g3_F9_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g3_F9_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g3_F9_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g3_F9_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g3_F9_3m_161028040623	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g3_F9_3m_161028040623	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g3_F9_3m_161028040623.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g3_F9_3m_161028040623.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g3_F9_3m_161110004437	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g3_F9_3m_161110004437	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g3_F9_3m_161110004437.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_g3_F9_3m_161110004437.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a1_d12__HA05_4y	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a1_d12__HA05_4y	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a1_d12__HA05_4y.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a1_d12__HA05_4y.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a2_d11__HA05_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a2_d11__HA05_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a2_d11__HA05_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a2_d11__HA05_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a3_d10__HA05_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a3_d10__HA05_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a3_d10__HA05_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a3_d10__HA05_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d2_a11__HA05_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d2_a11__HA05_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d2_a11__HA05_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d2_a11__HA05_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d6_a7__HA05_1y	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d6_a7__HA05_1y	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d6_a7__HA05_1y.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d6_a7__HA05_1y.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a1_d12__HA05_4y	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a1_d12__HA05_4y	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a1_d12__HA05_4y.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a1_d12__HA05_4y.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a2_d11__HA05_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a2_d11__HA05_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a2_d11__HA05_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a2_d11__HA05_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a3_d10__HA05_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a3_d10__HA05_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a3_d10__HA05_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a3_d10__HA05_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d2_a11__HA05_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d2_a11__HA05_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d2_a11__HA05_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d2_a11__HA05_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d6_a7__HA05_1y	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d6_a7__HA05_1y	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d6_a7__HA05_1y.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d6_a7__HA05_1y.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
