source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[batch]	characteristics[biological replicate]	Material Type	assay name	comment[data file]	comment[file uri]	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[instrument identifier]	comment[cleavage agent details]	comment[modification parameters].2	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[MS1 scan range]	comment[MS2 scan range]	factor value[cell line]
PXD030304-Sample 1807	Homo sapiens	Soft Tissue	not available	not available	RD	not available	not available	not available	Rhabdomyosarcoma	P03	1	cell	run 5601	190331_7797_007ne_00a0i_m06_s_1.wiff	190331_7797_007ne_00a0i_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RD
PXD030304-Sample 1807	Homo sapiens	Soft Tissue	not available	not available	RD	not available	not available	not available	Rhabdomyosarcoma	P03	1	cell	run 5602	190331_7797_007oa_00a0k_m06_s_1.wiff	190331_7797_007oa_00a0k_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RD
PXD030304-Sample 1807	Homo sapiens	Soft Tissue	not available	not available	RD	not available	not available	not available	Rhabdomyosarcoma	P03	1	cell	run 5603	190719_7797_007ne_00f3g_m03_s_1.wiff	190719_7797_007ne_00f3g_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RD
PXD030304-Sample 1807	Homo sapiens	Soft Tissue	not available	not available	RD	not available	not available	not available	Rhabdomyosarcoma	P03	1	cell	run 5604	190719_7797_007oa_00f3h_m03_s_1.wiff	190719_7797_007oa_00f3h_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RD
PXD030304-Sample 1807	Homo sapiens	Soft Tissue	not available	not available	RD	not available	not available	not available	Rhabdomyosarcoma	P03	1	cell	run 5605	190720_7797_007mi_00f2x_m04_s_1.wiff	190720_7797_007mi_00f2x_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RD
PXD030304-Sample 1808	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	REH	not available	not available	not available	B-Lymphoblastic Leukemia	P04	1	cell	run 5606	190907_b22-t1-5_00dbv_00i2g_m02_s_1.wiff	190907_b22-t1-5_00dbv_00i2g_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	REH
PXD030304-Sample 1808	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	REH	not available	not available	not available	B-Lymphoblastic Leukemia	P04	1	cell	run 5607	190911_b20-t1-5_00daz_00i6a_m01_s_1.wiff	190911_b20-t1-5_00daz_00i6a_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	REH
PXD030304-Sample 1808	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	REH	not available	not available	not available	B-Lymphoblastic Leukemia	P04	1	cell	run 5608	190914_b24-t1-5_00dcr_00i7t_m01_s_1.wiff	190914_b24-t1-5_00dcr_00i7t_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	REH
PXD030304-Sample 1808	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	REH	not available	not available	not available	B-Lymphoblastic Leukemia	P04	1	cell	run 5609	190920_b20-t3-5_00daz_00ik5_m05_s_1.wiff	190920_b20-t3-5_00daz_00ik5_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	REH
PXD030304-Sample 1808	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	REH	not available	not available	not available	B-Lymphoblastic Leukemia	P04	1	cell	run 5610	190925_b24-t2-5_00dcr_00iqy_m06_s_1.wiff	190925_b24-t2-5_00dcr_00iqy_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	REH
PXD030304-Sample 1808	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	REH	not available	not available	not available	B-Lymphoblastic Leukemia	P04	1	cell	run 5611	191007_b22-t2-5_00dbv_00igp_m01_s_1.wiff	191007_b22-t2-5_00dbv_00igp_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	REH
PXD030304-Sample 1809	Homo sapiens	Stomach	not available	not available	RERF-GC-1B	not available	not available	not available	Gastric Carcinoma	P03	1	cell	run 5612	181217_2024_0047g_006yc_m02_s_1.wiff	181217_2024_0047g_006yc_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-GC-1B
PXD030304-Sample 1809	Homo sapiens	Stomach	not available	not available	RERF-GC-1B	not available	not available	not available	Gastric Carcinoma	P03	1	cell	run 5613	181219_2024_0047g_0072c_m03_s_1.wiff	181219_2024_0047g_0072c_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-GC-1B
PXD030304-Sample 1809	Homo sapiens	Stomach	not available	not available	RERF-GC-1B	not available	not available	not available	Gastric Carcinoma	P03	1	cell	run 5614	181220_2024_0048c_0072s_m02_s_1.wiff	181220_2024_0048c_0072s_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-GC-1B
PXD030304-Sample 1809	Homo sapiens	Stomach	not available	not available	RERF-GC-1B	not available	not available	not available	Gastric Carcinoma	P03	1	cell	run 5615	181221_2024_0048c_0073r_m03_s_1.wiff	181221_2024_0048c_0073r_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-GC-1B
PXD030304-Sample 1809	Homo sapiens	Stomach	not available	not available	RERF-GC-1B	not available	not available	not available	Gastric Carcinoma	P03	1	cell	run 5616	181222_2024_00498_0074r_m02_s_1.wiff	181222_2024_00498_0074r_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-GC-1B
PXD030304-Sample 1809	Homo sapiens	Stomach	not available	not available	RERF-GC-1B	not available	not available	not available	Gastric Carcinoma	P03	1	cell	run 5617	181227_2024_00498_007dq_m03_s_1.wiff	181227_2024_00498_007dq_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-GC-1B
PXD030304-Sample 1810	Homo sapiens	Lung	not available	not available	RERF-LC-KJ	not available	not available	not available	Non-Small Cell Lung Carcinoma	P03	1	cell	run 5618	190609_2029_008fx_00c0q_m02_s_1.wiff	190609_2029_008fx_00c0q_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-KJ
PXD030304-Sample 1810	Homo sapiens	Lung	not available	not available	RERF-LC-KJ	not available	not available	not available	Non-Small Cell Lung Carcinoma	P03	1	cell	run 5619	190615_2125_008fx_00c44_m03_s_1.wiff	190615_2125_008fx_00c44_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-KJ
PXD030304-Sample 1810	Homo sapiens	Lung	not available	not available	RERF-LC-KJ	not available	not available	not available	Non-Small Cell Lung Carcinoma	P03	1	cell	run 5620	190619_2029_008gt_00c7g_m02_s_1.wiff	190619_2029_008gt_00c7g_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-KJ
PXD030304-Sample 1810	Homo sapiens	Lung	not available	not available	RERF-LC-KJ	not available	not available	not available	Non-Small Cell Lung Carcinoma	P03	1	cell	run 5621	190622_2029_008hp_00cac_m02_s_1.wiff	190622_2029_008hp_00cac_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-KJ
PXD030304-Sample 1810	Homo sapiens	Lung	not available	not available	RERF-LC-KJ	not available	not available	not available	Non-Small Cell Lung Carcinoma	P03	1	cell	run 5622	190622_2029_008hp_00crp_m03_s_1.wiff	190622_2029_008hp_00crp_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-KJ
PXD030304-Sample 1810	Homo sapiens	Lung	not available	not available	RERF-LC-KJ	not available	not available	not available	Non-Small Cell Lung Carcinoma	P03	1	cell	run 5623	190720_2029_008gt_00f3y_m03_s_1.wiff	190720_2029_008gt_00f3y_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-KJ
PXD030304-Sample 1811	Homo sapiens	Lung	not available	not available	RERF-LC-MS	not available	not available	not available	Non-Small Cell Lung Carcinoma	P04	1	cell	run 5624	190904_b8-t1-2_00b8b_00hsv_m01_s_1.wiff	190904_b8-t1-2_00b8b_00hsv_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-MS
PXD030304-Sample 1811	Homo sapiens	Lung	not available	not available	RERF-LC-MS	not available	not available	not available	Non-Small Cell Lung Carcinoma	P04	1	cell	run 5625	190916_b8-t2-2_00b8b_00i96_m06_s_1.wiff	190916_b8-t2-2_00b8b_00i96_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-MS
PXD030304-Sample 1811	Homo sapiens	Lung	not available	not available	RERF-LC-MS	not available	not available	not available	Non-Small Cell Lung Carcinoma	P04	1	cell	run 5626	190929_b10-t2-2_00b97_00j0r_m04_s_1.wiff	190929_b10-t2-2_00b97_00j0r_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-MS
PXD030304-Sample 1811	Homo sapiens	Lung	not available	not available	RERF-LC-MS	not available	not available	not available	Non-Small Cell Lung Carcinoma	P04	1	cell	run 5627	191022_b12-t1-2_00ba3_00kmm_m01_s_1.wiff	191022_b12-t1-2_00ba3_00kmm_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-MS
PXD030304-Sample 1811	Homo sapiens	Lung	not available	not available	RERF-LC-MS	not available	not available	not available	Non-Small Cell Lung Carcinoma	P04	1	cell	run 5628	191024_b12-t3-2_00ba3_00kpo_m06_s_1.wiff	191024_b12-t3-2_00ba3_00kpo_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-MS
PXD030304-Sample 1811	Homo sapiens	Lung	not available	not available	RERF-LC-MS	not available	not available	not available	Non-Small Cell Lung Carcinoma	P04	1	cell	run 5629	191202_b10-t3-2_00b97_00nh3_m03_s_1.wiff	191202_b10-t3-2_00b97_00nh3_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-MS
PXD030304-Sample 1812	Homo sapiens	Lung	not available	not available	RERF-LC-Sq1	not available	not available	not available	Non-Small Cell Lung Carcinoma	P03	1	cell	run 5630	190130_2032_004th_008o6_m06_s_1.wiff	190130_2032_004th_008o6_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-Sq1
PXD030304-Sample 1812	Homo sapiens	Lung	not available	not available	RERF-LC-Sq1	not available	not available	not available	Non-Small Cell Lung Carcinoma	P03	1	cell	run 5631	190201_2032_004ud_008qe_m06_s_1.wiff	190201_2032_004ud_008qe_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-Sq1
PXD030304-Sample 1812	Homo sapiens	Lung	not available	not available	RERF-LC-Sq1	not available	not available	not available	Non-Small Cell Lung Carcinoma	P03	1	cell	run 5632	190204_2032_004th_008rc_m04_s_1.wiff	190204_2032_004th_008rc_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-Sq1
PXD030304-Sample 1812	Homo sapiens	Lung	not available	not available	RERF-LC-Sq1	not available	not available	not available	Non-Small Cell Lung Carcinoma	P03	1	cell	run 5633	190206_2032_004ud_008sx_m04_s_1.wiff	190206_2032_004ud_008sx_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-Sq1
PXD030304-Sample 1812	Homo sapiens	Lung	not available	not available	RERF-LC-Sq1	not available	not available	not available	Non-Small Cell Lung Carcinoma	P03	1	cell	run 5634	190404_2032_0053h_00a7j_m06_s_1.wiff	190404_2032_0053h_00a7j_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-Sq1
PXD030304-Sample 1812	Homo sapiens	Lung	not available	not available	RERF-LC-Sq1	not available	not available	not available	Non-Small Cell Lung Carcinoma	P03	1	cell	run 5635	190629_2032_0053h_00e9z_m02_s_1.wiff	190629_2032_0053h_00e9z_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RERF-LC-Sq1
PXD030304-Sample 1813	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	RF-48	not available	not available	not available	B-Cell Non-Hodgkin's Lymphoma	P02	1	cell	run 5636	180919_e0022_p02_7013_1_s_m06_1.wiff	180919_e0022_p02_7013_1_s_m06_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RF-48
PXD030304-Sample 1813	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	RF-48	not available	not available	not available	B-Cell Non-Hodgkin's Lymphoma	P02	1	cell	run 5637	180919_e0022_p02_7013_2_s_m06_1.wiff	180919_e0022_p02_7013_2_s_m06_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	2	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RF-48
PXD030304-Sample 1813	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	RF-48	not available	not available	not available	B-Cell Non-Hodgkin's Lymphoma	P02	1	cell	run 5638	180919_e0022_p02_7013_3_s_m06_1.wiff	180919_e0022_p02_7013_3_s_m06_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	3	NT=TripleTOF 6600;AC=MS:1002533	M06	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RF-48
PXD030304-Sample 1813	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	RF-48	not available	not available	not available	B-Cell Non-Hodgkin's Lymphoma	P02	1	cell	run 5639	180921_e0022_p02_7013_1_s_m04_1.wiff	180921_e0022_p02_7013_1_s_m04_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	4	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RF-48
PXD030304-Sample 1813	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	RF-48	not available	not available	not available	B-Cell Non-Hodgkin's Lymphoma	P02	1	cell	run 5640	180921_e0022_p02_7013_2_s_m04_1.wiff	180921_e0022_p02_7013_2_s_m04_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	5	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RF-48
PXD030304-Sample 1813	Homo sapiens	Haematopoietic and Lymphoid	not available	not available	RF-48	not available	not available	not available	B-Cell Non-Hodgkin's Lymphoma	P02	1	cell	run 5641	180921_e0022_p02_7013_3_s_m04_1.wiff	180921_e0022_p02_7013_3_s_m04_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	6	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RF-48
PXD030304-Sample 1814	Homo sapiens	Bone	not available	not available	RH-1	not available	not available	not available	Ewing's Sarcoma	P03	1	cell	run 5642	190204_2033_0054t_008sg_m06_s_1.wiff	190204_2033_0054t_008sg_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	RH-1
