source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	characteristics[Individual]	characteristics[treatment]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[treatment]
PXD023423-Sample 1	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	1	cell	run 20	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC4_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC4_R2.raw	2	4	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 2	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	2	cell	run 20	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC4_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC4_R2.raw	2	4	TMT127	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 3	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	3	cell	run 20	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC4_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC4_R2.raw	2	4	TMT128	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 4	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	1	cell	run 20	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC4_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC4_R2.raw	2	4	TMT129	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 5	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	2	cell	run 20	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC4_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC4_R2.raw	2	4	TMT130	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 6	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	3	cell	run 20	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC4_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC4_R2.raw	2	4	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 1	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	1	cell	run 23	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC5_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC5_R2.raw	2	5	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 2	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	2	cell	run 23	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC5_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC5_R2.raw	2	5	TMT127	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 3	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	3	cell	run 23	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC5_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC5_R2.raw	2	5	TMT128	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 4	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	1	cell	run 23	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC5_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC5_R2.raw	2	5	TMT129	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 5	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	2	cell	run 23	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC5_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC5_R2.raw	2	5	TMT130	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 6	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	3	cell	run 23	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC5_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC5_R2.raw	2	5	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 1	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	1	cell	run 26	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC6_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC6_R2.raw	2	6	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 2	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	2	cell	run 26	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC6_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC6_R2.raw	2	6	TMT127	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 3	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	3	cell	run 26	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC6_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC6_R2.raw	2	6	TMT128	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 4	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	1	cell	run 26	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC6_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC6_R2.raw	2	6	TMT129	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 5	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	2	cell	run 26	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC6_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC6_R2.raw	2	6	TMT130	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 6	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	3	cell	run 26	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC6_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC6_R2.raw	2	6	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 1	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	1	cell	run 29	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC7_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC7_R2.raw	2	7	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 2	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	2	cell	run 29	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC7_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC7_R2.raw	2	7	TMT127	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 3	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	3	cell	run 29	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC7_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC7_R2.raw	2	7	TMT128	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 4	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	1	cell	run 29	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC7_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC7_R2.raw	2	7	TMT129	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 5	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	2	cell	run 29	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC7_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC7_R2.raw	2	7	TMT130	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 6	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	3	cell	run 29	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC7_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC7_R2.raw	2	7	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 1	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	1	cell	run 32	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC8_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC8_R2.raw	2	8	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 2	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	2	cell	run 32	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC8_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC8_R2.raw	2	8	TMT127	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 3	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	control	3	cell	run 32	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC8_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC8_R2.raw	2	8	TMT128	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	control
PXD023423-Sample 4	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	1	cell	run 32	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC8_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC8_R2.raw	2	8	TMT129	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 5	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	2	cell	run 32	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC8_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC8_R2.raw	2	8	TMT130	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
PXD023423-Sample 6	Homo sapiens	Wall of stomach	gastric cancer cells	not applicable	not available	Gastric adenocarcinoma	not available	not available	not available	not available	STO-609-treated	3	cell	run 32	proteomic profiling by mass spectrometry	CAMKK2_TP_bRPLC8_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/04/PXD023423/CAMKK2_TP_bRPLC8_R2.raw	2	8	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	AC=MS:1001251;NT=Trypsin	not available	34% NCE	10 ppm	0.05 Da	STO-609-treated
