source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD037340-Sample-28	Homo sapiens	blood plasma	28	not applicable	not available	not available	not available	not available	Normal	non depleted	28	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_1000uL_b_026	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_1000uL_b_026.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_1000uL_b_026	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-28	Homo sapiens	blood plasma	28	not applicable	not available	not available	not available	not available	Normal	non depleted	28	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_1000uL_c_042	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_1000uL_c_042.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_1000uL_c_042	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-28	Homo sapiens	blood plasma	28	not applicable	not available	not available	not available	not available	Normal	non depleted	28	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_1000uL_d_058	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_1000uL_d_058.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_1000uL_d_058	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-29	Homo sapiens	blood plasma	29	not applicable	not available	not available	not available	not available	Normal	non depleted	29	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_1000uL_a_005	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_1000uL_a_005.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_1000uL_a_005	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-29	Homo sapiens	blood plasma	29	not applicable	not available	not available	not available	not available	Normal	non depleted	29	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_1000uL_b_021	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_1000uL_b_021.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_1000uL_b_021	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-29	Homo sapiens	blood plasma	29	not applicable	not available	not available	not available	not available	Normal	non depleted	29	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_1000uL_c_037	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_1000uL_c_037.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_1000uL_c_037	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-30	Homo sapiens	blood plasma	30	not applicable	not available	not available	not available	not available	Normal	non depleted	30	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_1000uL_a_015	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_1000uL_a_015.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_1000uL_a_015	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-30	Homo sapiens	blood plasma	30	not applicable	not available	not available	not available	not available	Normal	non depleted	30	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_1000uL_b_031	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_1000uL_b_031.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_1000uL_b_031	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-30	Homo sapiens	blood plasma	30	not applicable	not available	not available	not available	not available	Normal	non depleted	30	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_1000uL_c_047	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_1000uL_c_047.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_1000uL_c_047	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_A_001	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_A_001.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_A_001	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_B_002	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_B_002.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_B_002	2	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_C_003	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_C_003.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_C_003	3	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_D_004	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_D_004.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_D_004	4	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_E_005	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_E_005.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_E_005	5	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_F_006	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_F_006.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_F_006	6	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_G_007	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_G_007.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA21min_PAC-M_Lib_G_007	7	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_A_008	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_A_008.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_A_008	8	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_B_009	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_B_009.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_B_009	9	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_C_010	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_C_010.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_C_010	10	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_D_011	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_D_011.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_D_011	11	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_E_012	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_E_012.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_E_012	12	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_F_013	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_F_013.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_F_013	13	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_G_014	proteomic profiling by mass spectrometer	20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_G_014.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220510_EXPL2_Evo7_OOE_DIA42min_PAC-M_Lib_G_014	14	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-M_Lib_A_001	proteomic profiling by mass spectrometer	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-M_Lib_A_001.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220518_EXPL2_Evo5_OOE_DIA11min_PAC-M_Lib_A_001	15	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-M_Lib_B_002	proteomic profiling by mass spectrometer	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-M_Lib_B_002.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220518_EXPL2_Evo5_OOE_DIA11min_PAC-M_Lib_B_002	16	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-M_Lib_C_003	proteomic profiling by mass spectrometer	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-M_Lib_C_003.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220518_EXPL2_Evo5_OOE_DIA11min_PAC-M_Lib_C_003	17	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-31	Homo sapiens	blood plasma	31	not applicable	not available	not available	not available	not available	Normal	non depleted	31	not applicable	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-M_Lib_D_004	proteomic profiling by mass spectrometer	20220518_EXPL2_Evo5_OOE_DIA11min_PAC-M_Lib_D_004.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220518_EXPL2_Evo5_OOE_DIA11min_PAC-M_Lib_D_004	18	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
