source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ghost]	characteristics[individual]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[biological replicate]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[MS2 mass analyzer]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD009258-Sample-78	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_Retic_SCX3_F23180	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_Retic_SCX3_F23180.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_Retic_SCX3_F23180.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-79	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_Retic_SCX4_F23181	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_Retic_SCX4_F23181.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_Retic_SCX4_F23181.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-80	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_Retic_SCX5_F23182_2	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_Retic_SCX5_F23182_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_Retic_SCX5_F23182_2.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-81	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Er_Ghosts_SCX1_F23247	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Er_Ghosts_SCX1_F23247.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Er_Ghosts_SCX1_F23247.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-82	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Er_Ghosts_SCX2_F23248	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Er_Ghosts_SCX2_F23248.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Er_Ghosts_SCX2_F23248.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-83	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Er_Ghosts_SCX3_F23249	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Er_Ghosts_SCX3_F23249.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Er_Ghosts_SCX3_F23249.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-84	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Er_Ghosts_SCX4_F23250	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Er_Ghosts_SCX4_F23250.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Er_Ghosts_SCX4_F23250.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-85	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Er_Ghosts_SCX5_F23251_171017154253	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Er_Ghosts_SCX5_F23251_171017154253.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Er_Ghosts_SCX5_F23251_171017154253.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-86	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Er_SCX1_F23241	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Er_SCX1_F23241.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Er_SCX1_F23241.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-87	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Er_SCX2_F23242	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Er_SCX2_F23242.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Er_SCX2_F23242.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-88	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Er_SCX3_F23243	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Er_SCX3_F23243.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Er_SCX3_F23243.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-89	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Er_SCX4_F23244	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Er_SCX4_F23244.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Er_SCX4_F23244.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-90	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Er_SCX5_F23245	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Er_SCX5_F23245.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Er_SCX5_F23245.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-91	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_P3_Ghosts_SCX1_F23259	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_P3_Ghosts_SCX1_F23259.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_P3_Ghosts_SCX1_F23259.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-92	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_P3_Ghosts_SCX2_F23260	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_P3_Ghosts_SCX2_F23260.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_P3_Ghosts_SCX2_F23260.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-93	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_P3_Ghosts_SCX3_F23261	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_P3_Ghosts_SCX3_F23261.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_P3_Ghosts_SCX3_F23261.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-94	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_P3_Ghosts_SCX4_F23262	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_P3_Ghosts_SCX4_F23262.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_P3_Ghosts_SCX4_F23262.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-95	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_P3_Ghosts_SCX5_F23263	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_P3_Ghosts_SCX5_F23263.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_P3_Ghosts_SCX5_F23263.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-96	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_P3_SCX1_F23253	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_P3_SCX1_F23253.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_P3_SCX1_F23253.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-97	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_P3_SCX2_F23254	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_P3_SCX2_F23254.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_P3_SCX2_F23254.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-98	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_P3_SCX3_F23255	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_P3_SCX3_F23255.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_P3_SCX3_F23255.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-99	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_P3_SCX4_F23256	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_P3_SCX4_F23256.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_P3_SCX4_F23256.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-100	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_P3_SCX5_F23257	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_P3_SCX5_F23257.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_P3_SCX5_F23257.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-101	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Retic_SCX1_F23265	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Retic_SCX1_F23265.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Retic_SCX1_F23265.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-102	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Retic_SCX2_F23266	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Retic_SCX2_F23266.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Retic_SCX2_F23266.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-103	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	2	not applicable	no available	no available	not applicable	normal	no depletion	2	DVPTPaMA170920_HD2_Retic_SCX3_F23267	proteomic profiling by mass spectrometry	DVPTPaMA170920_HD2_Retic_SCX3_F23267.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170920_HD2_Retic_SCX3_F23267.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
