# Best Performing Samples
# Cluster: 0
# Total Samples: 4318
# Format: Sample_ID, Peptide_Sequences_Identified

2018_09_19_11_56_Q-Exactive-HF-X-Orbitrap_6071, 31556
2018_01_08_16_35_Q-Exactive-HF-X-Orbitrap_6078, 31554
2018_02_14_20_58_Q-Exactive-HF-X-Orbitrap_6075, 31542
2018_03_02_04_26_Q-Exactive-HF-X-Orbitrap_6075, 31535
2019_11_05_04_54_Q-Exactive-HF-X-Orbitrap_6071, 31529
2018_03_02_11_39_Q-Exactive-HF-X-Orbitrap_6075, 31524
2018_11_07_23_20_Q-Exactive-HF-X-Orbitrap_6011, 31524
2018_07_30_15_46_Q-Exactive-HF-X-Orbitrap_6004, 31524
2018_11_26_22_10_Q-Exactive-HF-X-Orbitrap_6011, 31521
2018_10_16_20_08_Q-Exactive-HF-X-Orbitrap_6101, 31521
2018_01_17_22_10_Q-Exactive-HF-X-Orbitrap_6078, 31507
2018_10_30_04_24_Q-Exactive-HF-X-Orbitrap_6071, 31494
2018_09_05_12_42_Q-Exactive-HF-X-Orbitrap_6070, 31487
2018_02_20_14_19_Q-Exactive-HF-X-Orbitrap_6070, 31479
2018_09_04_16_05_Q-Exactive-HF-X-Orbitrap_6078, 31472
2018_03_03_11_02_Q-Exactive-HF-X-Orbitrap_6075, 31470
2018_03_15_20_35_Q-Exactive-HF-X-Orbitrap_6011, 31455
2018_03_22_18_55_Q-Exactive-HF-X-Orbitrap_6004, 31453
2018_04_21_15_27_Q-Exactive-HF-X-Orbitrap_6078, 31451
2018_02_21_22_12_Q-Exactive-HF-X-Orbitrap_6101, 31445
2018_03_03_04_31_Q-Exactive-HF-X-Orbitrap_6075, 31443
2018_09_22_07_46_Q-Exactive-HF-X-Orbitrap_6101, 31443
2018_08_17_20_10_Q-Exactive-HF-X-Orbitrap_6075, 31433
2018_11_22_18_49_Q-Exactive-HF-X-Orbitrap_6096, 31430
2018_11_25_04_51_Q-Exactive-HF-X-Orbitrap_6075, 31412
2018_03_19_16_40_Q-Exactive-HF-X-Orbitrap_6101, 31406
2018_01_05_17_24_Q-Exactive-HF-X-Orbitrap_6070, 31403
2018_10_30_02_14_Q-Exactive-HF-X-Orbitrap_6071, 31399
2019_10_20_05_16_Q-Exactive-HF-X-Orbitrap_6101, 31395
2018_02_01_16_56_Q-Exactive-HF-X-Orbitrap_6078, 31392
2018_01_30_17_35_Q-Exactive-HF-X-Orbitrap_6070, 31391
2018_03_20_10_27_Q-Exactive-HF-X-Orbitrap_6070, 31381
2018_10_15_18_18_Q-Exactive-HF-X-Orbitrap_6071, 31378
2018_08_10_03_48_Q-Exactive-HF-X-Orbitrap_6096, 31375
2018_02_13_16_25_Q-Exactive-HF-X-Orbitrap_6075, 31372
2020_06_07_02_48_Orbitrap-Exploris-480_MA10134C, 31366
2019_12_03_16_41_Q-Exactive-HF-X-Orbitrap_6071, 31363
2018_06_24_23_49_Q-Exactive-HF-X-Orbitrap_6071, 31344
2018_03_31_20_40_Q-Exactive-HF-X-Orbitrap_6071, 31335
2018_12_05_00_15_Q-Exactive-HF-X-Orbitrap_6096, 31324
2018_03_01_15_28_Q-Exactive-HF-X-Orbitrap_6075, 31313
2018_05_11_08_10_Q-Exactive-HF-X-Orbitrap_6101, 31311
2018_11_02_19_45_Q-Exactive-HF-X-Orbitrap_6101, 31294
2018_06_18_18_51_Q-Exactive-HF-X-Orbitrap_6101, 31289
2018_06_24_10_30_Q-Exactive-HF-X-Orbitrap_6071, 31288
2018_10_03_12_30_Q-Exactive-HF-X-Orbitrap_6075, 31286
2018_08_02_18_50_Q-Exactive-HF-X-Orbitrap_6101, 31267
2018_07_02_21_15_Q-Exactive-HF-X-Orbitrap_6070, 31265
2018_12_10_22_28_Q-Exactive-HF-X-Orbitrap_6096, 31260
2018_12_21_16_26_Q-Exactive-HF-X-Orbitrap_6078, 31242
2018_03_26_11_31_Q-Exactive-HF-X-Orbitrap_6075, 31241
2018_10_19_23_17_Q-Exactive-HF-X-Orbitrap_6096, 31240
2018_01_23_19_43_Q-Exactive-HF-X-Orbitrap_6071, 31236
2018_04_25_14_15_Q-Exactive-HF-X-Orbitrap_6070, 31232
2018_10_10_19_18_Q-Exactive-HF-X-Orbitrap_6073, 31230
2018_11_29_14_01_Q-Exactive-HF-X-Orbitrap_6070, 31228
2018_12_12_15_29_Q-Exactive-HF-X-Orbitrap_6101, 31213
2018_03_03_08_14_Q-Exactive-HF-X-Orbitrap_6075, 31212
2018_07_30_18_29_Q-Exactive-HF-X-Orbitrap_6004, 31211
2018_02_15_23_06_Q-Exactive-HF-X-Orbitrap_6075, 31205
2018_03_05_16_37_Q-Exactive-HF-X-Orbitrap_6004, 31205
2018_12_18_17_58_Q-Exactive-HF-X-Orbitrap_6101, 31197
2018_01_31_15_58_Q-Exactive-HF-X-Orbitrap_6070, 31193
2018_08_19_17_52_Q-Exactive-HF-X-Orbitrap_6075, 31190
2019_11_12_13_53_Q-Exactive-HF-X-Orbitrap_6101, 31185
2018_01_23_22_24_Q-Exactive-HF-X-Orbitrap_6071, 31175
2018_04_21_12_25_Q-Exactive-HF-X-Orbitrap_6078, 31174
2018_08_03_03_14_Q-Exactive-HF-X-Orbitrap_6101, 31157
2018_09_01_22_44_Q-Exactive-HF-X-Orbitrap_6073, 31152
2018_03_09_03_21_Q-Exactive-HF-X-Orbitrap_6096, 31150
2018_12_01_06_46_Q-Exactive-HF-X-Orbitrap_6096, 31147
2019_03_08_14_09_Q-Exactive-HF-X-Orbitrap_6078, 31146
2018_05_26_14_42_Q-Exactive-HF-X-Orbitrap_6096, 31141
2018_05_06_16_55_Q-Exactive-HF-X-Orbitrap_6096, 31135
2018_09_27_22_15_Q-Exactive-HF-X-Orbitrap_6078, 31134
2019_09_23_17_29_Q-Exactive-HF-X-Orbitrap_6073, 31133
2018_03_01_05_27_Q-Exactive-HF-X-Orbitrap_6075, 31123
2018_06_24_21_09_Q-Exactive-HF-X-Orbitrap_6071, 31122
2019_12_25_14_50_Q-Exactive-HF-X-Orbitrap_6078, 31119
2018_09_26_12_52_Q-Exactive-HF-X-Orbitrap_6073, 31116
2018_10_15_20_55_Q-Exactive-HF-X-Orbitrap_6071, 31111
2018_02_16_02_49_Q-Exactive-HF-X-Orbitrap_6075, 31103
2018_08_23_05_18_Q-Exactive-HF-X-Orbitrap_6101, 31100
2018_08_28_20_18_Q-Exactive-HF-X-Orbitrap_6078, 31087
2018_06_06_21_51_Q-Exactive-HF-X-Orbitrap_6096, 31081
2020_10_30_00_13_Orbitrap-Exploris-480_MA10215C, 31077
2018_11_01_11_04_Q-Exactive-HF-X-Orbitrap_6016, 31077
2018_06_13_19_58_Q-Exactive-HF-X-Orbitrap_6004, 31069
2019_02_12_18_55_Q-Exactive-HF-X-Orbitrap_6078, 31066
2018_10_31_21_48_Q-Exactive-HF-X-Orbitrap_6075, 31064
2018_01_23_14_22_Q-Exactive-HF-X-Orbitrap_6071, 31060
2018_02_13_11_55_Q-Exactive-HF-X-Orbitrap_6075, 31050
2018_08_20_05_19_Q-Exactive-HF-X-Orbitrap_6075, 31035
2018_10_15_23_04_Q-Exactive-HF-X-Orbitrap_6011, 31035
2018_11_29_21_23_Q-Exactive-HF-X-Orbitrap_6096, 31031
2018_10_20_03_02_Q-Exactive-HF-X-Orbitrap_6101, 31024
2018_08_18_13_17_Q-Exactive-HF-X-Orbitrap_6075, 31023
2018_06_29_15_24_Q-Exactive-HF-X-Orbitrap_6078, 31017
2018_11_13_18_00_Q-Exactive-HF-X-Orbitrap_6011, 31017
2018_06_23_15_52_Q-Exactive-HF-X-Orbitrap_6071, 31011
2018_02_16_21_20_Q-Exactive-HF-X-Orbitrap_6075, 30983
2018_08_11_10_27_Q-Exactive-HF-X-Orbitrap_6070, 30983
2018_04_09_23_00_Q-Exactive-HF-X-Orbitrap_6016, 30982
2018_10_10_16_31_Q-Exactive-HF-X-Orbitrap_6073, 30977
2018_03_27_17_01_Q-Exactive-HF-X-Orbitrap_6096, 30972
2018_08_19_06_26_Q-Exactive-HF-X-Orbitrap_6075, 30968
2018_08_18_19_00_Q-Exactive-HF-X-Orbitrap_6075, 30960
2018_06_03_02_24_Q-Exactive-HF-X-Orbitrap_6096, 30957
2019_11_04_16_13_Q-Exactive-HF-X-Orbitrap_6071, 30950
2020_10_30_02_59_Orbitrap-Exploris-480_MA10215C, 30950
2018_11_24_12_34_Q-Exactive-HF-X-Orbitrap_6004, 30947
2018_05_22_00_51_Q-Exactive-HF-X-Orbitrap_6075, 30933
2018_08_19_11_53_Q-Exactive-HF-X-Orbitrap_6101, 30930
2018_12_05_03_04_Q-Exactive-HF-X-Orbitrap_6096, 30912
2018_03_27_19_49_Q-Exactive-HF-X-Orbitrap_6096, 30912
2018_10_29_17_30_Q-Exactive-HF-X-Orbitrap_6011, 30911
2018_10_17_13_58_Q-Exactive-HF-X-Orbitrap_6071, 30905
2018_06_25_02_28_Q-Exactive-HF-X-Orbitrap_6071, 30903
2019_09_09_22_03_Q-Exactive-HF-X-Orbitrap_6101, 30899
2018_03_06_16_37_Q-Exactive-HF-X-Orbitrap_6075, 30893
2018_03_07_13_26_Q-Exactive-HF-X-Orbitrap_6101, 30891
2018_05_22_00_30_Q-Exactive-HF-X-Orbitrap_6011, 30886
2019_06_14_19_48_Q-Exactive-HF-X-Orbitrap_6101, 30882
2018_06_13_22_41_Q-Exactive-HF-X-Orbitrap_6004, 30881
2019_04_11_21_39_Q-Exactive-HF-X-Orbitrap_6011, 30872
2018_05_14_15_17_Q-Exactive-HF-X-Orbitrap_6071, 30869
2019_02_27_14_57_Q-Exactive-HF-X-Orbitrap_6071, 30866
2018_08_20_20_56_Q-Exactive-HF-X-Orbitrap_6016, 30860
2019_10_29_15_42_Q-Exactive-HF-X-Orbitrap_6070, 30843
2018_08_07_08_45_Q-Exactive-HF-X-Orbitrap_6096, 30838
2018_10_17_14_13_Q-Exactive-HF-X-Orbitrap_6016, 30826
2018_04_25_21_20_Q-Exactive-HF-X-Orbitrap_6075, 30808
2018_08_19_12_09_Q-Exactive-HF-X-Orbitrap_6075, 30805
2018_03_16_16_24_Q-Exactive-HF-X-Orbitrap_6101, 30803
2018_11_27_17_45_Q-Exactive-HF-X-Orbitrap_6071, 30795
2019_08_24_16_56_Q-Exactive-HF-X-Orbitrap_6096, 30792
2018_06_15_18_19_Q-Exactive-HF-X-Orbitrap_6101, 30786
2018_06_26_13_50_Q-Exactive-HF-X-Orbitrap_6004, 30786
2018_08_23_02_29_Q-Exactive-HF-X-Orbitrap_6101, 30785
2018_07_13_17_04_Q-Exactive-HF-X-Orbitrap_6071, 30781
2018_08_07_05_53_Q-Exactive-HF-X-Orbitrap_6096, 30778
2018_11_27_15_41_Q-Exactive-HF-X-Orbitrap_6071, 30776
2018_05_15_21_02_Q-Exactive-HF-X-Orbitrap_6070, 30774
2019_02_07_15_34_Q-Exactive-HF-X-Orbitrap_6078, 30771
2018_08_03_12_41_Q-Exactive-HF-X-Orbitrap_6078, 30771
2019_01_29_17_02_Q-Exactive-HF-X-Orbitrap_6070, 30762
2018_06_08_17_13_Q-Exactive-HF-X-Orbitrap_6096, 30759
2018_05_16_02_21_Q-Exactive-HF-X-Orbitrap_6070, 30758
2018_07_28_18_15_Q-Exactive-HF-X-Orbitrap_6101, 30751
2019_03_17_01_30_Q-Exactive-HF-X-Orbitrap_6096, 30748
2018_05_21_22_05_Q-Exactive-HF-X-Orbitrap_6075, 30740
2018_11_30_03_10_Q-Exactive-HF-X-Orbitrap_6070, 30740
2018_11_15_20_17_Q-Exactive-HF-X-Orbitrap_6004, 30733
2018_11_26_19_21_Q-Exactive-HF-X-Orbitrap_6011, 30726
2019_12_04_13_22_Q-Exactive-HF-X-Orbitrap_6070, 30725
2018_08_30_16_09_Q-Exactive-HF-X-Orbitrap_6016, 30716
2018_02_28_22_54_Q-Exactive-HF-X-Orbitrap_6075, 30693
2019_03_07_22_39_Q-Exactive-HF-X-Orbitrap_6075, 30683
2018_09_17_20_41_Q-Exactive-HF-X-Orbitrap_6011, 30681
2018_05_31_02_07_Q-Exactive-HF-X-Orbitrap_6070, 30657
2018_01_22_23_17_Q-Exactive-HF-X-Orbitrap_6016, 30643
2018_08_19_00_43_Q-Exactive-HF-X-Orbitrap_6075, 30640
2018_02_19_19_50_Q-Exactive-HF-X-Orbitrap_6071, 30636
2019_01_07_12_29_Q-Exactive-HF-X-Orbitrap_6011, 30635
2018_08_17_14_28_Q-Exactive-HF-X-Orbitrap_6075, 30623
2018_03_26_17_25_Q-Exactive-HF-X-Orbitrap_6075, 30616
2018_10_03_15_49_Q-Exactive-HF-X-Orbitrap_6004, 30609
2018_08_18_01_52_Q-Exactive-HF-X-Orbitrap_6075, 30601
2018_11_15_13_40_Q-Exactive-HF-X-Orbitrap_6070, 30589
2018_01_18_08_35_Q-Exactive-HF-X-Orbitrap_6078, 30580
2018_12_13_19_15_Q-Exactive-HF-X-Orbitrap_6073, 30580
2018_01_05_20_04_Q-Exactive-HF-X-Orbitrap_6070, 30564
2020_01_08_16_43_Q-Exactive-HF-X-Orbitrap_6070, 30562
2018_05_15_23_41_Q-Exactive-HF-X-Orbitrap_6070, 30561
2018_03_15_18_59_Q-Exactive-HF-X-Orbitrap_6101, 30556
2019_09_10_17_02_Q-Exactive-HF-X-Orbitrap_6101, 30555
2018_03_14_17_59_Q-Exactive-HF-X-Orbitrap_6075, 30548
2018_09_25_10_57_Q-Exactive-HF-X-Orbitrap_6078, 30547
2018_03_14_21_31_Q-Exactive-HF-X-Orbitrap_6075, 30544
2018_01_22_15_58_Q-Exactive-HF-X-Orbitrap_6078, 30533
2018_08_27_21_09_Q-Exactive-HF-X-Orbitrap_6096, 30531
2018_07_23_15_06_Q-Exactive-HF-X-Orbitrap_6071, 30518
2018_10_29_01_04_Q-Exactive-HF-X-Orbitrap_6004, 30517
2019_03_08_01_23_Q-Exactive-HF-X-Orbitrap_6075, 30517
2018_07_11_21_39_Q-Exactive-HF-X-Orbitrap_6096, 30497
2018_10_17_07_48_Q-Exactive-HF-X-Orbitrap_6096, 30469
2018_08_10_21_31_Q-Exactive-HF-X-Orbitrap_6096, 30454
2019_09_23_14_46_Q-Exactive-HF-X-Orbitrap_6073, 30447
2018_03_19_21_44_Q-Exactive-HF-X-Orbitrap_6011, 30444
2019_03_21_08_55_Q-Exactive-HF-X-Orbitrap_6096, 30443
2018_11_28_14_37_Q-Exactive-HF-X-Orbitrap_6075, 30441
2018_12_11_17_37_Q-Exactive-HF-X-Orbitrap_6011, 30440
2019_05_13_15_40_Q-Exactive-HF-X-Orbitrap_6073, 30427
2019_03_08_04_06_Q-Exactive-HF-X-Orbitrap_6075, 30415
2018_08_27_20_50_Q-Exactive-HF-X-Orbitrap_6075, 30407
2018_03_19_18_49_Q-Exactive-HF-X-Orbitrap_6011, 30407
2018_11_08_02_10_Q-Exactive-HF-X-Orbitrap_6011, 30402
2018_06_25_05_08_Q-Exactive-HF-X-Orbitrap_6071, 30397
2018_03_01_15_15_Q-Exactive-HF-X-Orbitrap_6011, 30396
2018_10_01_17_25_Q-Exactive-HF-X-Orbitrap_6071, 30396
2018_11_26_16_31_Q-Exactive-HF-X-Orbitrap_6011, 30394
2018_06_24_15_49_Q-Exactive-HF-X-Orbitrap_6071, 30385
2018_06_08_18_37_Q-Exactive-HF-X-Orbitrap_6075, 30380
2018_09_25_13_35_Q-Exactive-HF-X-Orbitrap_6078, 30375
2018_03_19_23_33_Q-Exactive-HF-X-Orbitrap_6096, 30374
2018_05_17_22_11_Q-Exactive-HF-X-Orbitrap_6078, 30359
2018_09_26_05_50_Q-Exactive-HF-X-Orbitrap_6070, 30354
2018_04_23_14_36_Q-Exactive-HF-X-Orbitrap_6016, 30333
2018_10_29_10_58_Q-Exactive-HF-X-Orbitrap_6075, 30331
2018_01_15_13_45_Q-Exactive-HF-X-Orbitrap_6071, 30326
2019_08_21_14_10_Q-Exactive-HF-X-Orbitrap_6070, 30317
2018_04_29_15_52_Q-Exactive-HF-X-Orbitrap_6071, 30309
2018_12_06_09_43_Q-Exactive-HF-X-Orbitrap_6096, 30303
2018_12_18_16_41_Q-Exactive-HF-X-Orbitrap_6071, 30300
2018_09_13_16_47_Q-Exactive-HF-X-Orbitrap_6078, 30300
2018_07_11_18_54_Q-Exactive-HF-X-Orbitrap_6096, 30297
2018_02_27_21_27_Q-Exactive-HF-X-Orbitrap_6070, 30295
2018_12_21_14_03_Q-Exactive-HF-X-Orbitrap_6101, 30290
2018_10_30_06_35_Q-Exactive-HF-X-Orbitrap_6071, 30279
2018_08_30_13_26_Q-Exactive-HF-X-Orbitrap_6016, 30268
2018_11_01_14_21_Q-Exactive-HF-X-Orbitrap_6075, 30261
2018_10_28_19_22_Q-Exactive-HF-X-Orbitrap_6011, 30255
2018_03_30_15_35_Q-Exactive-HF-X-Orbitrap_6101, 30244
2018_10_08_13_19_Q-Exactive-HF-X-Orbitrap_6016, 30236
2018_08_19_23_36_Q-Exactive-HF-X-Orbitrap_6075, 30234
2018_04_29_13_09_Q-Exactive-HF-X-Orbitrap_6071, 30228
2018_11_21_15_00_Q-Exactive-HF-X-Orbitrap_6071, 30213
2018_10_22_17_44_Q-Exactive-HF-X-Orbitrap_6101, 30200
2018_10_04_14_29_Q-Exactive-HF-X-Orbitrap_6071, 30181
2018_03_13_19_18_Q-Exactive-HF-X-Orbitrap_6070, 30146
2018_10_08_15_17_Q-Exactive-HF-X-Orbitrap_6101, 30142
2018_10_02_14_42_Q-Exactive-HF-X-Orbitrap_6071, 30136
2018_05_30_20_49_Q-Exactive-HF-X-Orbitrap_6070, 30125
2019_11_25_16_55_Q-Exactive-HF-X-Orbitrap_6071, 30118
2018_11_29_11_23_Q-Exactive-HF-X-Orbitrap_6070, 30097
2018_09_24_19_15_Q-Exactive-HF-X-Orbitrap_6101, 30094
2018_10_20_02_06_Q-Exactive-HF-X-Orbitrap_6096, 30083
2020_10_29_21_27_Orbitrap-Exploris-480_MA10215C, 30076
2020_02_17_22_35_Q-Exactive-HF-X-Orbitrap_6071, 30075
2019_06_01_14_04_Q-Exactive-HF-X-Orbitrap_6096, 30058
2018_02_07_00_40_Q-Exactive-HF-X-Orbitrap_6071, 30054
2018_06_08_21_28_Q-Exactive-HF-X-Orbitrap_6075, 30053
2018_02_05_06_02_Q-Exactive-HF-X-Orbitrap_6078, 30051
2018_10_20_20_55_Q-Exactive-HF-X-Orbitrap_6101, 30049
2018_02_07_04_43_Q-Exactive-HF-X-Orbitrap_6071, 30041
2018_10_02_15_23_Q-Exactive-HF-X-Orbitrap_6011, 30027
2019_01_24_09_45_Q-Exactive-HF-X-Orbitrap_6101, 30023
2018_05_22_16_44_Q-Exactive-HF-X-Orbitrap_6075, 30003
2019_04_04_12_21_Q-Exactive-HF-X-Orbitrap_6073, 29988
2018_08_11_00_20_Q-Exactive-HF-X-Orbitrap_6096, 29987
2018_01_06_16_05_Q-Exactive-HF-X-Orbitrap_6004, 29981
2018_12_06_21_34_Q-Exactive-HF-X-Orbitrap_6096, 29961
2018_04_09_19_09_Q-Exactive-HF-X-Orbitrap_6016, 29951
2018_12_18_13_06_Q-Exactive-HF-X-Orbitrap_6071, 29939
2018_06_18_15_59_Q-Exactive-HF-X-Orbitrap_6101, 29936
2019_06_30_04_49_Q-Exactive-HF-X-Orbitrap_6101, 29936
2018_05_15_18_22_Q-Exactive-HF-X-Orbitrap_6070, 29936
2018_12_10_16_47_Q-Exactive-HF-X-Orbitrap_6070, 29898
2018_11_21_19_08_Q-Exactive-HF-X-Orbitrap_6011, 29895
2018_09_10_18_23_Q-Exactive-HF-X-Orbitrap_6096, 29894
2020_02_17_00_30_Q-Exactive-HF-X-Orbitrap_6071, 29891
2018_11_12_15_03_Q-Exactive-HF-X-Orbitrap_6016, 29887
2019_04_25_12_54_Q-Exactive-HF-X-Orbitrap_6022, 29882
2018_10_16_22_40_Q-Exactive-HF-X-Orbitrap_6096, 29878
2018_06_25_07_48_Q-Exactive-HF-X-Orbitrap_6071, 29872
2018_07_12_03_09_Q-Exactive-HF-X-Orbitrap_6096, 29871
2018_07_19_16_08_Q-Exactive-HF-X-Orbitrap_6096, 29833
2018_10_16_20_55_Q-Exactive-HF-X-Orbitrap_6071, 29814
2018_10_16_17_14_Q-Exactive-HF-X-Orbitrap_6101, 29783
2018_06_09_00_19_Q-Exactive-HF-X-Orbitrap_6075, 29774
2018_03_06_00_42_Q-Exactive-HF-X-Orbitrap_6101, 29769
2019_11_04_22_33_Q-Exactive-HF-X-Orbitrap_6071, 29767
2018_06_04_01_42_Q-Exactive-HF-X-Orbitrap_6096, 29740
2018_08_28_17_41_Q-Exactive-HF-X-Orbitrap_6078, 29723
2018_03_02_17_22_Q-Exactive-HF-X-Orbitrap_6070, 29705
2018_07_19_17_47_Q-Exactive-HF-X-Orbitrap_6073, 29680
2018_07_11_16_10_Q-Exactive-HF-X-Orbitrap_6096, 29678
2018_06_03_22_51_Q-Exactive-HF-X-Orbitrap_6096, 29674
2018_11_26_13_54_Q-Exactive-HF-X-Orbitrap_6016, 29664
2018_07_19_11_59_Q-Exactive-HF-X-Orbitrap_6073, 29662
2018_06_25_18_36_Q-Exactive-HF-X-Orbitrap_6096, 29660
2019_11_04_13_14_Q-Exactive-HF-X-Orbitrap_6096, 29657
2019_08_21_10_35_Q-Exactive-HF-X-Orbitrap_6070, 29652
2018_10_24_19_55_Q-Exactive-HF-X-Orbitrap_6101, 29645
2020_02_19_19_04_Q-Exactive-HF-X-Orbitrap_6071, 29644
2018_10_24_17_00_Q-Exactive-HF-X-Orbitrap_6101, 29641
2018_10_08_12_35_Q-Exactive-HF-X-Orbitrap_6101, 29639
2018_10_12_13_20_Q-Exactive-HF-X-Orbitrap_6004, 29636
2019_07_30_21_04_Q-Exactive-HF-X-Orbitrap_6078, 29635
2018_11_05_11_58_Q-Exactive-HF-X-Orbitrap_6071, 29623
2018_11_13_12_56_Q-Exactive-HF-X-Orbitrap_6073, 29622
2019_11_24_13_23_Q-Exactive-HF-X-Orbitrap_6070, 29622
2018_08_20_18_10_Q-Exactive-HF-X-Orbitrap_6016, 29621
2018_11_20_12_44_Q-Exactive-HF-X-Orbitrap_6004, 29618
2018_03_20_06_29_Q-Exactive-HF-X-Orbitrap_6011, 29608
2018_12_13_16_32_Q-Exactive-HF-X-Orbitrap_6073, 29602
2019_02_04_15_50_Q-Exactive-HF-X-Orbitrap_6078, 29602
2018_05_21_14_20_Q-Exactive-HF-X-Orbitrap_6078, 29601
2018_06_24_18_29_Q-Exactive-HF-X-Orbitrap_6071, 29600
2018_08_31_02_04_Q-Exactive-HF-X-Orbitrap_6071, 29598
2018_07_10_21_44_Q-Exactive-HF-X-Orbitrap_6096, 29594
2018_06_25_15_48_Q-Exactive-HF-X-Orbitrap_6096, 29578
2018_11_13_15_10_Q-Exactive-HF-X-Orbitrap_6011, 29577
2018_02_10_01_02_Q-Exactive-HF-X-Orbitrap_6096, 29575
2018_02_07_15_13_Q-Exactive-HF-X-Orbitrap_6070, 29565
2020_06_17_06_10_Orbitrap-Exploris-480_MA10134C, 29562
2018_02_07_02_41_Q-Exactive-HF-X-Orbitrap_6071, 29548
2018_10_22_20_38_Q-Exactive-HF-X-Orbitrap_6101, 29535
2018_10_25_12_46_Q-Exactive-HF-X-Orbitrap_6070, 29529
2018_12_03_23_18_Q-Exactive-HF-X-Orbitrap_6011, 29521
2019_10_07_13_51_Q-Exactive-HF-X-Orbitrap_6070, 29521
2020_06_30_09_25_Orbitrap-Exploris-480_MA10132C, 29520
2018_11_26_13_38_Q-Exactive-HF-X-Orbitrap_6078, 29515
2019_08_15_00_35_Q-Exactive-HF-X-Orbitrap_6096, 29511
2018_01_22_20_27_Q-Exactive-HF-X-Orbitrap_6016, 29510
2018_04_29_18_30_Q-Exactive-HF-X-Orbitrap_6101, 29498
2018_07_26_18_32_Q-Exactive-HF-X-Orbitrap_6070, 29489
2018_11_09_12_56_Q-Exactive-HF-X-Orbitrap_6101, 29480
2018_05_22_11_13_Q-Exactive-HF-X-Orbitrap_6075, 29480
2018_03_16_13_32_Q-Exactive-HF-X-Orbitrap_6101, 29475
2018_09_08_00_54_Q-Exactive-HF-X-Orbitrap_6096, 29461
2018_03_03_00_15_Q-Exactive-HF-X-Orbitrap_6101, 29458
2018_06_29_12_16_Q-Exactive-HF-X-Orbitrap_6070, 29451
2018_02_25_10_38_Q-Exactive-HF-X-Orbitrap_6075, 29439
2018_07_23_12_23_Q-Exactive-HF-X-Orbitrap_6071, 29430
2018_02_09_19_28_Q-Exactive-HF-X-Orbitrap_6096, 29428
2019_05_13_18_23_Q-Exactive-HF-X-Orbitrap_6073, 29426
2018_12_03_20_28_Q-Exactive-HF-X-Orbitrap_6011, 29418
2020_02_17_19_35_Q-Exactive-HF-X-Orbitrap_6071, 29418
2019_05_01_20_29_Q-Exactive-HF-X-Orbitrap_6044, 29401
2018_01_22_13_18_Q-Exactive-HF-X-Orbitrap_6078, 29399
2018_11_30_12_44_Q-Exactive-HF-X-Orbitrap_6071, 29397
2018_09_05_02_18_Q-Exactive-HF-X-Orbitrap_6016, 29377
2018_06_28_15_55_Q-Exactive-HF-X-Orbitrap_6096, 29374
2018_05_02_16_07_Q-Exactive-HF-X-Orbitrap_6071, 29371
2018_05_01_18_01_Q-Exactive-HF-X-Orbitrap_6096, 29360
2018_10_31_12_47_Q-Exactive-HF-X-Orbitrap_6070, 29357
2018_07_12_00_24_Q-Exactive-HF-X-Orbitrap_6096, 29338
2018_12_11_19_27_Q-Exactive-HF-X-Orbitrap_6070, 29336
2018_07_14_17_22_Q-Exactive-HF-X-Orbitrap_6101, 29313
2018_10_04_11_00_Q-Exactive-HF-X-Orbitrap_6075, 29270
2019_01_21_19_23_Q-Exactive-HF-X-Orbitrap_6073, 29258
2018_09_10_21_12_Q-Exactive-HF-X-Orbitrap_6096, 29257
2018_12_11_16_49_Q-Exactive-HF-X-Orbitrap_6070, 29250
2018_02_06_11_25_Q-Exactive-HF-X-Orbitrap_6071, 29248
2018_12_06_18_42_Q-Exactive-HF-X-Orbitrap_6096, 29246
2018_08_30_23_27_Q-Exactive-HF-X-Orbitrap_6071, 29242
2018_09_04_23_33_Q-Exactive-HF-X-Orbitrap_6016, 29239
2018_08_26_01_12_Q-Exactive-HF-X-Orbitrap_6078, 29231
2020_01_15_13_56_Q-Exactive-HF-X-Orbitrap_6070, 29222
2018_04_27_07_46_Q-Exactive-HF-X-Orbitrap_6075, 29206
2018_11_21_23_34_Q-Exactive-HF-X-Orbitrap_6011, 29195
2018_05_30_15_31_Q-Exactive-HF-X-Orbitrap_6070, 29189
2018_05_18_00_49_Q-Exactive-HF-X-Orbitrap_6078, 29184
2018_07_10_18_56_Q-Exactive-HF-X-Orbitrap_6096, 29179
2018_05_03_20_01_Q-Exactive-HF-X-Orbitrap_6070, 29176
2018_11_29_21_54_Q-Exactive-HF-X-Orbitrap_6070, 29147
2018_02_04_20_18_Q-Exactive-HF-X-Orbitrap_6078, 29146
2018_08_30_20_49_Q-Exactive-HF-X-Orbitrap_6071, 29141
2018_10_03_07_23_Q-Exactive-HF-X-Orbitrap_6011, 29118
2018_12_04_17_01_Q-Exactive-HF-X-Orbitrap_6070, 29118
2018_10_23_14_07_Q-Exactive-HF-X-Orbitrap_6078, 29105
2019_10_02_18_32_Q-Exactive-HF-X-Orbitrap_6016, 29100
2018_09_17_14_29_Q-Exactive-HF-X-Orbitrap_6070, 29100
2017_12_22_16_24_Q-Exactive-HF-X-Orbitrap_6078, 29095
2018_03_19_17_33_Q-Exactive-HF-X-Orbitrap_6096, 29039
2018_04_30_12_21_Q-Exactive-HF-X-Orbitrap_6071, 29010
