source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[spiked compound]	characteristics[biological replicate]	characteristics[HiRIEF PH range]	characteristics[mass]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD010899-Sample-21	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	21	4.0-4.25	1mg	run 1447	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_1mg_IPG4-425_7of15ul_fr70.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_1mg_IPG4-425_7of15ul_fr70.raw	70	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-21	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	21	4.0-4.25	1mg	run 1448	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_1mg_IPG4-425_7of15ul_fr71.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_1mg_IPG4-425_7of15ul_fr71.raw	71	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-21	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	21	4.0-4.25	1mg	run 1449	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_1mg_IPG4-425_7of15ul_fr72.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_1mg_IPG4-425_7of15ul_fr72.raw	72	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1450	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr01.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1451	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr02.raw	2	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1452	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr03.raw	3	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1453	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr04.raw	4	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1454	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr05.raw	5	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1455	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr06.raw	6	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1456	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr07.raw	7	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1457	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr08.raw	8	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1458	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr09.raw	9	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1459	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr10.raw	10	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1460	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr11.raw	11	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1461	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr12.raw	12	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1462	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr13.raw	13	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1463	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr14.raw	14	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1464	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr15.raw	15	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1465	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr16.raw	16	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1466	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr17.raw	17	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1467	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr18.raw	18	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1468	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr19.raw	19	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1469	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr20.raw	20	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1470	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr21.raw	21	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1471	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr22.raw	22	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1472	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr23.raw	23	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1473	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr24.raw	24	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1474	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr25.raw	25	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1475	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr26.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr26.raw	26	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1476	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr27.raw	27	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-22	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	22	4.0-4.25	4mg	run 1477	proteomic profiling by mass spectrometer	Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/Maria_20150423_plasma_HiRIEF_4mg_IPG4-425_7of15ul_fr28.raw	28	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
