source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[depletion method]	characteristics[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[separation]	comment[modification parameter]	comment[modification parameter]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD008441-Sample-100	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_16	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_16.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_16.raw	8	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000575	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-101	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_17	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_17.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_17.raw	9	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000576	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-102	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_18	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_18.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_18.raw	10	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000577	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-103	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_19	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_19.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_19.raw	11	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000578	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-104	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_2	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_2.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_2.raw	12	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000579	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-105	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_20	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_20.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_20.raw	13	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000580	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-106	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_21	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_21.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_21.raw	14	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000581	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-107	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_22	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_22.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_22.raw	15	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000582	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-108	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_23	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_23.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_23.raw	16	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000583	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-109	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_3	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_3.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_3.raw	17	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000584	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-110	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_4	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_4.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_4.raw	18	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000585	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-111	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_5	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_5.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_5.raw	19	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000586	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-112	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_6	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_6.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_6.raw	20	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000587	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-113	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_7	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_7.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_7.raw	21	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000588	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-114	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_8	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_8.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_8.raw	22	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000589	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-115	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_9	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_9.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_9.raw	23	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000590	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
