source name	characteristics[organism]	characteristics[cell line]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[cell count]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[isolation windows]	comment[ion injection times]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD049211-Sample-94	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	46	run 94	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_46.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_46.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-95	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	47	run 95	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_47.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_47.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-96	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	48	run 96	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_48.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_48.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-97	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	1	run 97	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_01.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-98	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	2	run 98	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_02.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-99	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	3	run 99	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_03.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-100	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	4	run 100	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_04.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-101	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	5	run 101	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_05.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-102	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	6	run 102	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_06.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_06.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-103	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	7	run 103	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_07.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_07.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-104	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	8	run 104	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_08.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_08.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-105	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	9	run 105	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_09.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_09.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-106	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	10	run 106	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_10.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-107	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	11	run 107	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_11.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_11.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-108	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	12	run 108	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_12.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_2Th3ms_12.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-109	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	1	run 109	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_01.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-110	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	2	run 110	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_02.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-111	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	3	run 111	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_03.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-112	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	4	run 112	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_04.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-113	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	5	run 113	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_05.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-114	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	6	run 114	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_06.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_06.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-115	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	7	run 115	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_07.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_07.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-116	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	8	run 116	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_08.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_08.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-117	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	9	run 117	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_09.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_09.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-118	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	10	run 118	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_10.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-119	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	11	run 119	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_11.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_11.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-120	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	12	run 120	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_12.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_4Th6ms_12.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-121	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	1	run 121	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_01.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-122	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	2	run 122	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_02.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-123	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	3	run 123	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_03.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
PXD049211-Sample-124	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	4	run 124	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_04.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	Hela
