source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[cell type]	characteristics[ancestry category]	characteristics[Condition BioReplicate]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[Condition BioReplicate]
PXD001064-Sample-117	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-30-B	1	cell	run 117	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_022_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_022_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-30-B
PXD001064-Sample-118	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-31-A	1	cell	run 118	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_008_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_008_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-31-A
PXD001064-Sample-119	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-31-A	1	cell	run 119	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_012_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_012_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-31-A
PXD001064-Sample-120	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-31-B	1	cell	run 120	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130319_013_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130319_013_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-31-B
PXD001064-Sample-121	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-31-B	1	cell	run 121	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_013_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_013_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-31-B
PXD001064-Sample-122	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-32-A	1	cell	run 122	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130319_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130319_002_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-32-A
PXD001064-Sample-123	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-32-A	1	cell	run 123	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_010_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_010_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-32-A
PXD001064-Sample-124	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-32-B	1	cell	run 124	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130319_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130319_005_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-32-B
PXD001064-Sample-125	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-32-B	1	cell	run 125	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_011_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_011_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-32-B
PXD001064-Sample-126	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-33-A	1	cell	run 126	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130124_014_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130124_014_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-33-A
PXD001064-Sample-127	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-33-A	1	cell	run 127	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_020_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_020_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-33-A
PXD001064-Sample-128	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-33-B	1	cell	run 128	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130124_015_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130124_015_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-33-B
PXD001064-Sample-129	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-33-B	1	cell	run 129	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_023_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_023_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-33-B
PXD001064-Sample-130	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-34-A	1	cell	run 130	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130319_010_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130319_010_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-34-A
PXD001064-Sample-131	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-34-A	1	cell	run 131	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_008_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_008_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-34-A
PXD001064-Sample-132	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-34-B	1	cell	run 132	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_001_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_001_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-34-B
PXD001064-Sample-133	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-34-B	1	cell	run 133	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_009_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_009_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-34-B
PXD001064-Sample-134	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-35-A	1	cell	run 134	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_026_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_026_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-35-A
PXD001064-Sample-135	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-35-A	1	cell	run 135	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_014_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_014_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-35-A
PXD001064-Sample-136	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-35-B	1	cell	run 136	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_027_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_027_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-35-B
PXD001064-Sample-137	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-35-B	1	cell	run 137	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_015_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_015_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-35-B
PXD001064-Sample-138	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-36-A	1	cell	run 138	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_029_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_029_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-36-A
PXD001064-Sample-139	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-36-A	1	cell	run 139	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130220_014_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130220_014_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-36-A
PXD001064-Sample-140	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-36-B	1	cell	run 140	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_003_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-36-B
PXD001064-Sample-141	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-36-B	1	cell	run 141	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_002_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-36-B
PXD001064-Sample-142	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-37-A	1	cell	run 142	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130124_023_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130124_023_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-37-A
PXD001064-Sample-143	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-37-A	1	cell	run 143	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_033_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_033_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-37-A
PXD001064-Sample-144	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-37-B	1	cell	run 144	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_007_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_007_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-37-B
PXD001064-Sample-145	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-37-B	1	cell	run 145	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_034_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_034_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-37-B
PXD001064-Sample-146	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-38-A	1	cell	run 146	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_016_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_016_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-38-A
PXD001064-Sample-147	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-38-A	1	cell	run 147	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_003_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-38-A
PXD001064-Sample-148	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-38-B	1	cell	run 148	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_017_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_017_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-38-B
PXD001064-Sample-149	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-38-B	1	cell	run 149	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_006_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-38-B
PXD001064-Sample-150	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-39-A	1	cell	run 150	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_008_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_008_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-39-A
PXD001064-Sample-151	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-39-A	1	cell	run 151	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130220_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130220_006_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-39-A
PXD001064-Sample-152	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-39-B	1	cell	run 152	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_009_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_009_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-39-B
PXD001064-Sample-153	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-39-B	1	cell	run 153	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_006_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-39-B
PXD001064-Sample-154	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-40-A	1	cell	run 154	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_014_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_014_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-40-A
PXD001064-Sample-155	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-40-A	1	cell	run 155	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_038_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_038_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-40-A
