source Name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[organism]
PXD012636-Sample-511	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 511	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Atria_Fraction_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Atria_Fraction_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-512	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 512	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Atria_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Atria_Fraction_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-513	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 513	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-514	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 514	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-515	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 515	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-516	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 516	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-517	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 517	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-518	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 518	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-519	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 519	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-520	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 520	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-521	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 521	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-522	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 522	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_2_Ventricle_Fraction_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-523	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 523	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-524	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 524	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-525	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 525	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-526	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 526	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-527	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 527	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-528	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 528	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-529	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 529	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-530	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 530	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-531	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 531	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-532	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 532	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Atria_Fraction_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-533	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 533	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-534	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 534	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-535	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 535	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-536	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 536	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-537	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 537	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-538	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 538	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
PXD012636-Sample-539	Danio rerio	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 539	proteomic profiling by mass spectrometry	20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150917_QE3_UPLC8_PCP_SA_Zebrafish_Heart_3_Ventricle_Fraction_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Danio rerio
