source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	comment[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	value[organism part]
PXD008468-Sample-641	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_68_Gf10	proteomic profiling by mass spectrometry	Sample_68_Gf10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:647"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-642	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_68_Gf11	proteomic profiling by mass spectrometry	Sample_68_Gf11.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:648"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-643	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_68_Gf2	proteomic profiling by mass spectrometry	Sample_68_Gf2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:649"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-644	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_68_Gf3	proteomic profiling by mass spectrometry	Sample_68_Gf3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:650"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-645	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_68_Gf4	proteomic profiling by mass spectrometry	Sample_68_Gf4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:651"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-646	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_68_Gf5	proteomic profiling by mass spectrometry	Sample_68_Gf5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:652"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-647	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_68_Gf6	proteomic profiling by mass spectrometry	Sample_68_Gf6.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:653"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-648	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_68_Gf7	proteomic profiling by mass spectrometry	Sample_68_Gf7.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:654"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-649	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_68_Gf8	proteomic profiling by mass spectrometry	Sample_68_Gf8.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:655"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-650	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_68_Gf9	proteomic profiling by mass spectrometry	Sample_68_Gf9.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:656"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-651	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_69_GG10	proteomic profiling by mass spectrometry	Sample_69_GG10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:657"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-652	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_69_GG11	proteomic profiling by mass spectrometry	Sample_69_GG11.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:658"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-653	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_69_GG2	proteomic profiling by mass spectrometry	Sample_69_GG2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:659"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-654	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_69_GG3	proteomic profiling by mass spectrometry	Sample_69_GG3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:660"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-655	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_69_GG4	proteomic profiling by mass spectrometry	Sample_69_GG4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:661"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-656	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_69_GG5	proteomic profiling by mass spectrometry	Sample_69_GG5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:662"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-657	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_69_GG6	proteomic profiling by mass spectrometry	Sample_69_GG6.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:663"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-658	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_69_GG7	proteomic profiling by mass spectrometry	Sample_69_GG7.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:664"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-659	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_69_GG8	proteomic profiling by mass spectrometry	Sample_69_GG8.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:665"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-660	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_69_GG9	proteomic profiling by mass spectrometry	Sample_69_GG9.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:666"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-661	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_6_GD10	proteomic profiling by mass spectrometry	Sample_6_GD10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:667"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-662	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_6_GD11	proteomic profiling by mass spectrometry	Sample_6_GD11.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:668"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-663	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_6_GD2	proteomic profiling by mass spectrometry	Sample_6_GD2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:669"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-664	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_6_GD3	proteomic profiling by mass spectrometry	Sample_6_GD3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:670"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-665	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_6_GD4	proteomic profiling by mass spectrometry	Sample_6_GD4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:671"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-666	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_6_GD5	proteomic profiling by mass spectrometry	Sample_6_GD5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:672"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-667	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_6_GD6	proteomic profiling by mass spectrometry	Sample_6_GD6.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:673"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-668	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_6_GD7	proteomic profiling by mass spectrometry	Sample_6_GD7.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:674"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-669	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_6_GD8	proteomic profiling by mass spectrometry	Sample_6_GD8.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:675"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-670	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_6_GD9	proteomic profiling by mass spectrometry	Sample_6_GD9.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:676"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-671	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_70_GH10	proteomic profiling by mass spectrometry	Sample_70_GH10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008772Sample_37_BC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:677"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
