source name	characteristics[organism]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[organism part]	characteristics[sampling site]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[fractionation method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD003539-Sample-48	Homo sapiens	NCI-ADR-RES	CVCL_1452	Ovary	not available	64Y	Adult	Female	Caucasian	High grade ovarian serous adenocarcinoma	not available	1	run 96	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130701_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_004_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-ADR-RES
PXD003539-Sample-49	Homo sapiens	NCI-H23	CVCL_1547	Lung	Lung	51Y	Adult	Male	African American	Lung adenocarcinoma	not available	1	run 97	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130619_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_005_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-H23
PXD003539-Sample-49	Homo sapiens	NCI-H23	CVCL_1547	Lung	Lung	51Y	Adult	Male	African American	Lung adenocarcinoma	not available	1	run 98	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130701_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_005_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-H23
PXD003539-Sample-50	Homo sapiens	U031	CVCL_1911	Kidney	Kidney	not available	not available	Female	Caucasian	Renal cell carcinoma	not available	1	run 99	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130619_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_006_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	U031
PXD003539-Sample-50	Homo sapiens	U031	CVCL_1911	Kidney	Kidney	not available	not available	Female	Caucasian	Renal cell carcinoma	not available	1	run 100	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130701_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_006_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	U031
PXD003539-Sample-51	Homo sapiens	HOP-62	CVCL_1285	Lung	Lung	6Y	Children	Female	Caucasian	Lung adenocarcinoma	not available	1	run 101	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130620_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130620_002_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	HOP-62
PXD003539-Sample-51	Homo sapiens	HOP-62	CVCL_1285	Lung	Lung	6Y	Children	Female	Caucasian	Lung adenocarcinoma	not available	1	run 102	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130702_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130702_002_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	HOP-62
PXD003539-Sample-52	Homo sapiens	Hs-578-T	CVCL_0332	Breast	Breast	74Y	Elderly	Female	Caucasian	Invasive breast carcinoma	not available	1	run 103	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130722_001_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130722_001_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	Hs-578-T
PXD003539-Sample-52	Homo sapiens	Hs-578-T	CVCL_0332	Breast	Breast	74Y	Elderly	Female	Caucasian	Invasive breast carcinoma	not available	1	run 104	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130722_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130722_002_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	Hs-578-T
PXD003539-Sample-53	Homo sapiens	M14	CVCL_1395	Skin	Hypodermis; Right buttock	33Y	Adult	Male	Caucasian	Amelanotic melanoma	not available	1	run 105	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130722_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130722_003_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	M14
PXD003539-Sample-53	Homo sapiens	M14	CVCL_1395	Skin	Hypodermis; Right buttock	33Y	Adult	Male	Caucasian	Amelanotic melanoma	not available	1	run 106	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130722_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130722_004_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	M14
PXD003539-Sample-54	Homo sapiens	OVCAR-5	CVCL_1628	Ovary	Ascites	67Y	Elderly	Female	Caucasian	High grade ovarian serous adenocarcinoma	not available	1	run 107	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130620_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130620_005_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	OVCAR-5
PXD003539-Sample-54	Homo sapiens	OVCAR-5	CVCL_1628	Ovary	Ascites	67Y	Elderly	Female	Caucasian	High grade ovarian serous adenocarcinoma	not available	1	run 108	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130702_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130702_005_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	OVCAR-5
PXD003539-Sample-55	Homo sapiens	SR	CVCL_1711	Haematopoietic and Lymphoid	Pleural effusion	11Y	Children	Male	Caucasian	Alk-positive anaplastic large cell lymphoma	not available	1	run 109	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130620_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130620_006_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SR
PXD003539-Sample-55	Homo sapiens	SR	CVCL_1711	Haematopoietic and Lymphoid	Pleural effusion	11Y	Children	Male	Caucasian	Alk-positive anaplastic large cell lymphoma	not available	1	run 110	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130702_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130702_006_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SR
PXD003539-Sample-56	Homo sapiens	HOP-92	CVCL_1286	Lung	Lung	62Y	Adult	Male	Caucasian	Non-small cell lung carcinoma	not available	1	run 111	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130621_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130621_002_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	HOP-92
PXD003539-Sample-56	Homo sapiens	HOP-92	CVCL_1286	Lung	Lung	62Y	Adult	Male	Caucasian	Non-small cell lung carcinoma	not available	1	run 112	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130703_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130703_002_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	HOP-92
PXD003539-Sample-57	Homo sapiens	LOXIMVI	CVCL_1381	Skin	Axillary lymph node	58Y	Adult	Male	Caucasian	Amelanotic melanoma	not available	1	run 113	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130621_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130621_003_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	LOXIMVI
PXD003539-Sample-57	Homo sapiens	LOXIMVI	CVCL_1381	Skin	Axillary lymph node	58Y	Adult	Male	Caucasian	Amelanotic melanoma	not available	1	run 114	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130703_003b_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130703_003b_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	LOXIMVI
PXD003539-Sample-58	Homo sapiens	PC-3	CVCL_0035	Prostate	Bone	62Y	Adult	Male	Caucasian	Prostate carcinoma	not available	1	run 115	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130621_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130621_004_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	PC-3
PXD003539-Sample-58	Homo sapiens	PC-3	CVCL_0035	Prostate	Bone	62Y	Adult	Male	Caucasian	Prostate carcinoma	not available	1	run 116	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130703_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130703_004_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	PC-3
PXD003539-Sample-59	Homo sapiens	SN12C	CVCL_1705	Kidney	Kidney	not available	not available	Male	Caucasian	Renal cell carcinoma	not available	1	run 117	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130621_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130621_005_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SN12C
PXD003539-Sample-59	Homo sapiens	SN12C	CVCL_1705	Kidney	Kidney	not available	not available	Male	Caucasian	Renal cell carcinoma	not available	1	run 118	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130703_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130703_005_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SN12C
PXD003539-Sample-60	Homo sapiens	SNB75	CVCL_1706	Brain	Brain	78Y	Elderly	Female	Caucasian	Glioblastoma	not available	1	run 119	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130719_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130719_002_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SNB75
PXD003539-Sample-60	Homo sapiens	SNB75	CVCL_1706	Brain	Brain	78Y	Elderly	Female	Caucasian	Glioblastoma	not available	1	run 120	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130719_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130719_003_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SNB75
