source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[sampling time]	characteristics[individual]	characteristics[anticoagulant]	characteristics[biological replicate]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD030225-Sample-5	Homo Sapiens	blood	NT=platelet;AC=CL:0000545	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	2	run 313	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT.raw	11	TMT 128C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000545
PXD030225-Sample-6	Homo Sapiens	blood	NT=platelet;AC=CL:0000546	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	3	run 314	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT.raw	11	TMT 129N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000546
PXD030225-Sample-7	Homo Sapiens	blood	NT=platelet;AC=CL:0000547	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	1	run 315	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT.raw	11	TMT 129C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000547
PXD030225-Sample-8	Homo Sapiens	blood	NT=platelet;AC=CL:0000548	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	2	run 316	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT.raw	11	TMT 130C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000548
PXD030225-Sample-9	Homo Sapiens	blood	NT=platelet;AC=CL:0000549	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	3	run 317	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT.raw	11	TMT 130N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000549
PXD030225-Sample-10	Homo Sapiens	blood	NT=platelet;AC=CL:0000550	not available	30Y-40Y	not available	not available	normal	24h	pool	no applicable	1	run 318	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT.raw	11	TMT 131C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000550
PXD030225-Sample-11	Homo Sapiens	blood	NT=platelet;AC=CL:0000551	not available	30Y-40Y	not available	not available	normal	24h	pool	no applicable	1	run 319	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_28ACN_20200302_OT.raw	11	TMT 131N	2	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000551
PXD030225-Sample-1	Homo Sapiens	blood	NT=platelet;AC=CL:0000552	not available	30Y-40Y	not available	not available	normal	24h	donor 1	NaCit+ACD	1	run 320	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT.raw	12	TMT 126	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000552
PXD030225-Sample-2	Homo Sapiens	blood	NT=platelet;AC=CL:0000553	not available	30Y-40Y	not available	not available	normal	24h	donor 1	NaCit+ACD	2	run 321	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT.raw	12	TMT 127N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000553
PXD030225-Sample-3	Homo Sapiens	blood	NT=platelet;AC=CL:0000554	not available	30Y-40Y	not available	not available	normal	24h	donor 1	NaCit+ACD	3	run 322	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT.raw	12	TMT 127C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000554
PXD030225-Sample-4	Homo Sapiens	blood	NT=platelet;AC=CL:0000555	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	1	run 323	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT.raw	12	TMT 128N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000555
PXD030225-Sample-5	Homo Sapiens	blood	NT=platelet;AC=CL:0000556	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	2	run 324	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT.raw	12	TMT 128C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000556
PXD030225-Sample-6	Homo Sapiens	blood	NT=platelet;AC=CL:0000557	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	3	run 325	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT.raw	12	TMT 129N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000557
PXD030225-Sample-7	Homo Sapiens	blood	NT=platelet;AC=CL:0000558	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	1	run 326	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT.raw	12	TMT 129C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000558
PXD030225-Sample-8	Homo Sapiens	blood	NT=platelet;AC=CL:0000559	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	2	run 327	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT.raw	12	TMT 130C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000559
PXD030225-Sample-9	Homo Sapiens	blood	NT=platelet;AC=CL:0000560	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	3	run 328	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT.raw	12	TMT 130N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000560
PXD030225-Sample-10	Homo Sapiens	blood	NT=platelet;AC=CL:0000561	not available	30Y-40Y	not available	not available	normal	24h	pool	no applicable	1	run 329	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT.raw	12	TMT 131C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000561
PXD030225-Sample-11	Homo Sapiens	blood	NT=platelet;AC=CL:0000562	not available	30Y-40Y	not available	not available	normal	24h	pool	no applicable	1	run 330	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_29ACN_20200302_OT.raw	12	TMT 131N	2	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000562
PXD030225-Sample-1	Homo Sapiens	blood	NT=platelet;AC=CL:0000563	not available	30Y-40Y	not available	not available	normal	24h	donor 1	NaCit+ACD	1	run 331	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT.raw	13	TMT 126	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000563
PXD030225-Sample-2	Homo Sapiens	blood	NT=platelet;AC=CL:0000564	not available	30Y-40Y	not available	not available	normal	24h	donor 1	NaCit+ACD	2	run 332	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT.raw	13	TMT 127N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000564
PXD030225-Sample-3	Homo Sapiens	blood	NT=platelet;AC=CL:0000565	not available	30Y-40Y	not available	not available	normal	24h	donor 1	NaCit+ACD	3	run 333	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT.raw	13	TMT 127C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000565
PXD030225-Sample-4	Homo Sapiens	blood	NT=platelet;AC=CL:0000566	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	1	run 334	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT.raw	13	TMT 128N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000566
PXD030225-Sample-5	Homo Sapiens	blood	NT=platelet;AC=CL:0000567	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	2	run 335	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT.raw	13	TMT 128C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000567
PXD030225-Sample-6	Homo Sapiens	blood	NT=platelet;AC=CL:0000568	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	3	run 336	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT.raw	13	TMT 129N	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000568
PXD030225-Sample-7	Homo Sapiens	blood	NT=platelet;AC=CL:0000569	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	1	run 337	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT.raw	13	TMT 129C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000569
PXD030225-Sample-8	Homo Sapiens	blood	NT=platelet;AC=CL:0000570	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	2	run 338	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_30ACN_20200302_OT.raw	13	TMT 130C	1	NT=Trypsin; AC=MS:1001251	NT=Orbitrap Fusion ;AC=MS:1002416 	NT=TMT11plex;TA=K;MT=Variable;AC=NCIT:C161870 	NT=TMT11plex;PP=Any N-term;MT=Variable;NCIT=C161870 	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=platelet;AC=CL:0000570
