source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[cause of death]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
MSV000087095-Sample-58	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	58	ms run 112	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14208RV_CM_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14208RV_CM_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-59	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	59	ms run 113	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14208RV_CM_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14208RV_CM_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-60	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	60	ms run 114	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14208RV_CM_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14208RV_CM_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-61	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	61	ms run 115	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14214LV_CM_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14214LV_CM_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-62	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	62	ms run 116	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14214LV_CM_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14214LV_CM_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-63	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	63	ms run 117	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14214LV_CM_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14214LV_CM_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-64	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	64	ms run 118	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14214RV_CM_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14214RV_CM_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-65	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	65	ms run 119	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14214RV_CM_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14214RV_CM_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-66	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	66	ms run 120	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14214RV_CM_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14214RV_CM_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-67	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	67	ms run 121	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7749_14214LV_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7749_14214LV_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-68	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	68	ms run 122	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7749_14214LV_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7749_14214LV_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-69	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	69	ms run 123	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7749_14214LV_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7749_14214LV_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-70	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	70	ms run 124	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7749_14214RV_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7749_14214RV_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-71	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	71	ms run 125	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7749_14214RV_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7749_14214RV_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-72	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	72	ms run 126	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7749_14214RV_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7749_14214RV_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-73	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	73	ms run 130	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM1_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM1_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-74	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	74	ms run 131	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM1_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM1_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-75	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	75	ms run 132	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM1_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM1_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-73	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	73	ms run 133	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM2_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM2_001.raw	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-74	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	74	ms run 134	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM2_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM2_002.raw	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-75	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	75	ms run 135	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM2_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM2_003.raw	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-73	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	73	ms run 136	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM3_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM3_001.raw	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-74	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	74	ms run 137	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM3_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM3_002.raw	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-75	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	75	ms run 138	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM3_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM3_003.raw	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-73	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	73	ms run 139	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM4_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM4_001.raw	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-74	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	74	ms run 140	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM4_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM4_002.raw	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-75	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	75	ms run 141	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM4_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM4_003.raw	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-73	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	73	ms run 142	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM5_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM5_001.raw	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-74	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	74	ms run 143	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM5_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM5_002.raw	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-75	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	75	ms run 144	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM5_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM5_003.raw	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-73	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	73	ms run 145	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM6_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM6_001.raw	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-74	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	74	ms run 146	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM6_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM6_002.raw	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-75	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	75	ms run 147	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM6_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM6_003.raw	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-73	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	73	ms run 148	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM7_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM7_001.raw	7	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-74	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	74	ms run 149	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM7_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM7_002.raw	7	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-75	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	75	ms run 150	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM7_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM7_003.raw	7	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-73	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	73	ms run 151	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LCM8_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LCM8_001.raw	8	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
