source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	characteristics[HiRIEF PH range]	characteristics[mass]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[individual]
PXD010899-Sample 38	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 223	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr07.raw	7	TMT130N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 39	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 223	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr07.raw	7	TMT130C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 40	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 223	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr07.raw	7	TMT131	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 31	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 25	1	3.0-10.0	1mg	run 224	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	8	TMT126	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 25
PXD010899-Sample 32	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 26	1	3.0-10.0	1mg	run 224	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	8	TMT127N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 26
PXD010899-Sample 33	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 27	1	3.0-10.0	1mg	run 224	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	8	TMT127C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 27
PXD010899-Sample 34	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 28	1	3.0-10.0	1mg	run 224	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	8	TMT128N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 28
PXD010899-Sample 35	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 29	1	3.0-10.0	1mg	run 224	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	8	TMT128C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 29
PXD010899-Sample 36	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 30	1	3.0-10.0	1mg	run 224	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	8	TMT129N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 30
PXD010899-Sample 37	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 224	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	8	TMT129C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 38	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 224	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	8	TMT130N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 39	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 224	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	8	TMT130C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 40	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 224	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr08.raw	8	TMT131	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 31	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 25	1	3.0-10.0	1mg	run 225	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	9	TMT126	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 25
PXD010899-Sample 32	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 26	1	3.0-10.0	1mg	run 225	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	9	TMT127N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 26
PXD010899-Sample 33	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 27	1	3.0-10.0	1mg	run 225	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	9	TMT127C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 27
PXD010899-Sample 34	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 28	1	3.0-10.0	1mg	run 225	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	9	TMT128N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 28
PXD010899-Sample 35	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 29	1	3.0-10.0	1mg	run 225	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	9	TMT128C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 29
PXD010899-Sample 36	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 30	1	3.0-10.0	1mg	run 225	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	9	TMT129N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 30
PXD010899-Sample 37	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 225	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	9	TMT129C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 38	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 225	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	9	TMT130N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 39	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 225	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	9	TMT130C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 40	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 225	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr09.raw	9	TMT131	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 31	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 25	1	3.0-10.0	1mg	run 226	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	10	TMT126	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 25
PXD010899-Sample 32	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 26	1	3.0-10.0	1mg	run 226	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	10	TMT127N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 26
PXD010899-Sample 33	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 27	1	3.0-10.0	1mg	run 226	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	10	TMT127C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 27
PXD010899-Sample 34	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 28	1	3.0-10.0	1mg	run 226	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	10	TMT128N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 28
PXD010899-Sample 35	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 29	1	3.0-10.0	1mg	run 226	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	10	TMT128C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 29
PXD010899-Sample 36	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 30	1	3.0-10.0	1mg	run 226	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	10	TMT129N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 30
PXD010899-Sample 37	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 226	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	10	TMT129C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 38	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 226	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	10	TMT130N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 39	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 226	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	10	TMT130C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 40	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 226	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr10.raw	10	TMT131	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 31	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 25	1	3.0-10.0	1mg	run 227	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr11.raw	11	TMT126	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 25
PXD010899-Sample 32	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 26	1	3.0-10.0	1mg	run 227	proteomic profiling by mass spectrometer	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr11.raw	11	TMT127N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 26
