source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	characteristics[biological replicate]	comment[technical replicate]	assay name	comment[label]	comment[file uri]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[collision energy]	comment[data file]	factor value[disease]
PXD005692-Sample 83	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1321	NT=label free sample;AC=MS:1002038	Ambs_6076_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6076_09.RAW	breast cancer
PXD005692-Sample 83	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1322	NT=label free sample;AC=MS:1002038	Ambs_6076_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6076_10.RAW	breast cancer
PXD005692-Sample 83	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1323	NT=label free sample;AC=MS:1002038	Ambs_6076_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6076_11.RAW	breast cancer
PXD005692-Sample 83	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1324	NT=label free sample;AC=MS:1002038	Ambs_6076_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6076_12.RAW	breast cancer
PXD005692-Sample 83	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1325	NT=label free sample;AC=MS:1002038	Ambs_6076_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6076_13.RAW	breast cancer
PXD005692-Sample 83	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1326	NT=label free sample;AC=MS:1002038	Ambs_6076_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6076_14.RAW	breast cancer
PXD005692-Sample 83	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1327	NT=label free sample;AC=MS:1002038	Ambs_6076_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6076_15.RAW	breast cancer
PXD005692-Sample 83	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1328	NT=label free sample;AC=MS:1002038	Ambs_6076_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6076_16.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1329	NT=label free sample;AC=MS:1002038	Ambs_6334_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_01.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1330	NT=label free sample;AC=MS:1002038	Ambs_6334_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_02.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1331	NT=label free sample;AC=MS:1002038	Ambs_6334_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_03.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1332	NT=label free sample;AC=MS:1002038	Ambs_6334_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_04.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1333	NT=label free sample;AC=MS:1002038	Ambs_6334_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_05.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1334	NT=label free sample;AC=MS:1002038	Ambs_6334_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_06.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1335	NT=label free sample;AC=MS:1002038	Ambs_6334_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_07.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1336	NT=label free sample;AC=MS:1002038	Ambs_6334_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_08.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1337	NT=label free sample;AC=MS:1002038	Ambs_6334_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_09.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1338	NT=label free sample;AC=MS:1002038	Ambs_6334_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_10.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1339	NT=label free sample;AC=MS:1002038	Ambs_6334_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_11.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1340	NT=label free sample;AC=MS:1002038	Ambs_6334_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_12.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1341	NT=label free sample;AC=MS:1002038	Ambs_6334_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_13.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1342	NT=label free sample;AC=MS:1002038	Ambs_6334_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_14.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1343	NT=label free sample;AC=MS:1002038	Ambs_6334_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_15.RAW	breast cancer
PXD005692-Sample 84	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1344	NT=label free sample;AC=MS:1002038	Ambs_6334_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6334_16.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1345	NT=label free sample;AC=MS:1002038	Ambs_6335_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_01.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1346	NT=label free sample;AC=MS:1002038	Ambs_6335_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_02.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1347	NT=label free sample;AC=MS:1002038	Ambs_6335_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_03.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1348	NT=label free sample;AC=MS:1002038	Ambs_6335_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_04.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1349	NT=label free sample;AC=MS:1002038	Ambs_6335_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_05.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1350	NT=label free sample;AC=MS:1002038	Ambs_6335_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_06.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1351	NT=label free sample;AC=MS:1002038	Ambs_6335_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_07.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1352	NT=label free sample;AC=MS:1002038	Ambs_6335_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_08.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1353	NT=label free sample;AC=MS:1002038	Ambs_6335_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_09.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1354	NT=label free sample;AC=MS:1002038	Ambs_6335_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_10.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1355	NT=label free sample;AC=MS:1002038	Ambs_6335_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_11.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1356	NT=label free sample;AC=MS:1002038	Ambs_6335_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_12.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1357	NT=label free sample;AC=MS:1002038	Ambs_6335_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_13.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1358	NT=label free sample;AC=MS:1002038	Ambs_6335_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_14.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1359	NT=label free sample;AC=MS:1002038	Ambs_6335_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_15.RAW	breast cancer
PXD005692-Sample 85	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1360	NT=label free sample;AC=MS:1002038	Ambs_6335_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6335_16.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1361	NT=label free sample;AC=MS:1002038	Ambs_6500_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_01.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1362	NT=label free sample;AC=MS:1002038	Ambs_6500_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_02.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1363	NT=label free sample;AC=MS:1002038	Ambs_6500_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_03.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1364	NT=label free sample;AC=MS:1002038	Ambs_6500_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_04.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1365	NT=label free sample;AC=MS:1002038	Ambs_6500_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_05.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1366	NT=label free sample;AC=MS:1002038	Ambs_6500_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_06.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1367	NT=label free sample;AC=MS:1002038	Ambs_6500_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_07.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1368	NT=label free sample;AC=MS:1002038	Ambs_6500_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_08.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1369	NT=label free sample;AC=MS:1002038	Ambs_6500_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_09.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1370	NT=label free sample;AC=MS:1002038	Ambs_6500_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_10.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1371	NT=label free sample;AC=MS:1002038	Ambs_6500_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_11.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1372	NT=label free sample;AC=MS:1002038	Ambs_6500_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_12.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1373	NT=label free sample;AC=MS:1002038	Ambs_6500_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_13.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1374	NT=label free sample;AC=MS:1002038	Ambs_6500_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_14.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1375	NT=label free sample;AC=MS:1002038	Ambs_6500_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_15.RAW	breast cancer
PXD005692-Sample 86	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1376	NT=label free sample;AC=MS:1002038	Ambs_6500_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6500_16.RAW	breast cancer
PXD005692-Sample 87	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1377	NT=label free sample;AC=MS:1002038	Ambs_6501_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6501_01.RAW	breast cancer
PXD005692-Sample 87	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1378	NT=label free sample;AC=MS:1002038	Ambs_6501_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6501_02.RAW	breast cancer
PXD005692-Sample 87	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1379	NT=label free sample;AC=MS:1002038	Ambs_6501_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6501_03.RAW	breast cancer
PXD005692-Sample 87	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1380	NT=label free sample;AC=MS:1002038	Ambs_6501_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6501_04.RAW	breast cancer
PXD005692-Sample 87	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1381	NT=label free sample;AC=MS:1002038	Ambs_6501_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6501_05.RAW	breast cancer
PXD005692-Sample 87	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run1382	NT=label free sample;AC=MS:1002038	Ambs_6501_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_6501_06.RAW	breast cancer
