source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[cell line]	characteristics[treatment]	characteristics[cell type]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[cell cycle stage]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell cycle stage]
PXD024043-Sample-347	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	36	not available	cell	run 332	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_41_S1-E5_1_5029.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_41_S1-E5_1_5029.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-348	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	37	not available	cell	run 333	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_42_S1-E6_1_5030.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_42_S1-E6_1_5030.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-349	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	38	not available	cell	run 334	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_43_S1-E7_1_5031.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_43_S1-E7_1_5031.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-350	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	39	not available	cell	run 335	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_46_S1-E10_1_5034.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_46_S1-E10_1_5034.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-351	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	40	not available	cell	run 336	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_47_S1-E11_1_5035.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_47_S1-E11_1_5035.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-352	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	41	not available	cell	run 337	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_48_S1-E12_1_5036.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_48_S1-E12_1_5036.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-353	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	42	not available	cell	run 338	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_50_S1-F2_1_5038.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_50_S1-F2_1_5038.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-354	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	43	not available	cell	run 339	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_52_S1-F4_1_5057.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_52_S1-F4_1_5057.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-355	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	44	not available	cell	run 340	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_53_S1-F5_1_5058.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_53_S1-F5_1_5058.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-356	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	45	not available	cell	run 341	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_54_S1-F6_1_5059.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_54_S1-F6_1_5059.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-357	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	46	not available	cell	run 342	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_55_S1-F7_1_5060.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_55_S1-F7_1_5060.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-358	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	47	not available	cell	run 343	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_56_S1-F8_1_5061.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_56_S1-F8_1_5061.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-359	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	48	not available	cell	run 344	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_57_S1-F9_1_5062.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_57_S1-F9_1_5062.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-360	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	49	not available	cell	run 345	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_58_S1-F10_1_5063.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_58_S1-F10_1_5063.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-361	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	50	not available	cell	run 346	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_59_S1-F11_1_5064.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_59_S1-F11_1_5064.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-362	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	51	not available	cell	run 347	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_60_S1-F12_1_5065.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_60_S1-F12_1_5065.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-363	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	52	not available	cell	run 348	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_62_S1-G2_1_5067.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_62_S1-G2_1_5067.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-364	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	53	not available	cell	run 349	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_63_S1-G3_1_5068.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_63_S1-G3_1_5068.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-365	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	54	not available	cell	run 350	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_65_S1-G5_1_5070.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_65_S1-G5_1_5070.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-366	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	55	not available	cell	run 351	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_66_S1-G6_1_5071.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_66_S1-G6_1_5071.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-367	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	56	not available	cell	run 352	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_67_S1-G7_1_5072.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_67_S1-G7_1_5072.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-368	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	57	not available	cell	run 353	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_68_S1-G8_1_5073.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_68_S1-G8_1_5073.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-369	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	58	not available	cell	run 354	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_69_S1-G9_1_5074.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_69_S1-G9_1_5074.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-370	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	59	not available	cell	run 355	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_70_S1-G10_1_5075.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_70_S1-G10_1_5075.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-371	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	60	not available	cell	run 356	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_72_S1-G12_1_5077.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_72_S1-G12_1_5077.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-372	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	61	not available	cell	run 357	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_74_S1-H2_1_5079.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_74_S1-H2_1_5079.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-373	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	62	not available	cell	run 358	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_75_S1-H3_1_5080.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_75_S1-H3_1_5080.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-374	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	63	not available	cell	run 359	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_76_S1-H4_1_5081.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_76_S1-H4_1_5081.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-375	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	64	not available	cell	run 360	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_77_S1-H5_1_5082.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_77_S1-H5_1_5082.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-376	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	65	not available	cell	run 361	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_78_S1-H6_1_5083.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_78_S1-H6_1_5083.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-377	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	66	not available	cell	run 362	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_79_S1-H7_1_5084.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_79_S1-H7_1_5084.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-378	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	67	not available	cell	run 363	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_80_S1-H8_1_5085.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_80_S1-H8_1_5085.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-379	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	68	not available	cell	run 364	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_81_S1-H9_1_5086.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_81_S1-H9_1_5086.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-380	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	69	not available	cell	run 365	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_82_S1-H10_1_5087.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_82_S1-H10_1_5087.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
PXD024043-Sample-381	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	untreated	epithelial cell	Black	70	not available	cell	run 366	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_83_S1-H11_1_5088.d	20201126_TIMS04_Evo07_SA_ADB_1cell_HeLa_UB_83_S1-H11_1_5088.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	UB_Passage02_plate01
