source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[xenograft]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	factor value[disease]
PDC000124-Sample-1	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bJ4nn1QS~ybuD9KaY7cNu--F4y3ibDjeJcMh6HQK-hrS-WzJYmFeNWdC8r1oaqfTXsr9QtVXgqZGQ4kqeRev9SUzcvY3XsJCE~5Nwvvn0NAIVBPX5uVFVtqxfP6Lz9zW2G7D7cue07cdZtcEgx8-SHfUbY8pWo9VKGx1newWpsQ4h3P7C1F~VD0CcLbHy7Eyco2OPKNavT3Ida~D2yAZSd71p7F5PAa6~-d8FHCu-5ECJslvgjlziWXCbk-XIN64hhWEL5eSsu9LeC1ricdF1kS9ZegcB5nFXTAN1EKZoQAQq1GQEKlT51fwrscbMnsdeXC7Pw1tFgtZd8RaF2cCbg__	1	2	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-2	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bJ4nn1QS~ybuD9KaY7cNu--F4y3ibDjeJcMh6HQK-hrS-WzJYmFeNWdC8r1oaqfTXsr9QtVXgqZGQ4kqeRev9SUzcvY3XsJCE~5Nwvvn0NAIVBPX5uVFVtqxfP6Lz9zW2G7D7cue07cdZtcEgx8-SHfUbY8pWo9VKGx1newWpsQ4h3P7C1F~VD0CcLbHy7Eyco2OPKNavT3Ida~D2yAZSd71p7F5PAa6~-d8FHCu-5ECJslvgjlziWXCbk-XIN64hhWEL5eSsu9LeC1ricdF1kS9ZegcB5nFXTAN1EKZoQAQq1GQEKlT51fwrscbMnsdeXC7Pw1tFgtZd8RaF2cCbg__	1	2	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-3	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bJ4nn1QS~ybuD9KaY7cNu--F4y3ibDjeJcMh6HQK-hrS-WzJYmFeNWdC8r1oaqfTXsr9QtVXgqZGQ4kqeRev9SUzcvY3XsJCE~5Nwvvn0NAIVBPX5uVFVtqxfP6Lz9zW2G7D7cue07cdZtcEgx8-SHfUbY8pWo9VKGx1newWpsQ4h3P7C1F~VD0CcLbHy7Eyco2OPKNavT3Ida~D2yAZSd71p7F5PAa6~-d8FHCu-5ECJslvgjlziWXCbk-XIN64hhWEL5eSsu9LeC1ricdF1kS9ZegcB5nFXTAN1EKZoQAQq1GQEKlT51fwrscbMnsdeXC7Pw1tFgtZd8RaF2cCbg__	1	2	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-4	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bJ4nn1QS~ybuD9KaY7cNu--F4y3ibDjeJcMh6HQK-hrS-WzJYmFeNWdC8r1oaqfTXsr9QtVXgqZGQ4kqeRev9SUzcvY3XsJCE~5Nwvvn0NAIVBPX5uVFVtqxfP6Lz9zW2G7D7cue07cdZtcEgx8-SHfUbY8pWo9VKGx1newWpsQ4h3P7C1F~VD0CcLbHy7Eyco2OPKNavT3Ida~D2yAZSd71p7F5PAa6~-d8FHCu-5ECJslvgjlziWXCbk-XIN64hhWEL5eSsu9LeC1ricdF1kS9ZegcB5nFXTAN1EKZoQAQq1GQEKlT51fwrscbMnsdeXC7Pw1tFgtZd8RaF2cCbg__	1	2	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-5	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bJ4nn1QS~ybuD9KaY7cNu--F4y3ibDjeJcMh6HQK-hrS-WzJYmFeNWdC8r1oaqfTXsr9QtVXgqZGQ4kqeRev9SUzcvY3XsJCE~5Nwvvn0NAIVBPX5uVFVtqxfP6Lz9zW2G7D7cue07cdZtcEgx8-SHfUbY8pWo9VKGx1newWpsQ4h3P7C1F~VD0CcLbHy7Eyco2OPKNavT3Ida~D2yAZSd71p7F5PAa6~-d8FHCu-5ECJslvgjlziWXCbk-XIN64hhWEL5eSsu9LeC1ricdF1kS9ZegcB5nFXTAN1EKZoQAQq1GQEKlT51fwrscbMnsdeXC7Pw1tFgtZd8RaF2cCbg__	1	2	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-6	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bJ4nn1QS~ybuD9KaY7cNu--F4y3ibDjeJcMh6HQK-hrS-WzJYmFeNWdC8r1oaqfTXsr9QtVXgqZGQ4kqeRev9SUzcvY3XsJCE~5Nwvvn0NAIVBPX5uVFVtqxfP6Lz9zW2G7D7cue07cdZtcEgx8-SHfUbY8pWo9VKGx1newWpsQ4h3P7C1F~VD0CcLbHy7Eyco2OPKNavT3Ida~D2yAZSd71p7F5PAa6~-d8FHCu-5ECJslvgjlziWXCbk-XIN64hhWEL5eSsu9LeC1ricdF1kS9ZegcB5nFXTAN1EKZoQAQq1GQEKlT51fwrscbMnsdeXC7Pw1tFgtZd8RaF2cCbg__	1	2	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-7	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bJ4nn1QS~ybuD9KaY7cNu--F4y3ibDjeJcMh6HQK-hrS-WzJYmFeNWdC8r1oaqfTXsr9QtVXgqZGQ4kqeRev9SUzcvY3XsJCE~5Nwvvn0NAIVBPX5uVFVtqxfP6Lz9zW2G7D7cue07cdZtcEgx8-SHfUbY8pWo9VKGx1newWpsQ4h3P7C1F~VD0CcLbHy7Eyco2OPKNavT3Ida~D2yAZSd71p7F5PAa6~-d8FHCu-5ECJslvgjlziWXCbk-XIN64hhWEL5eSsu9LeC1ricdF1kS9ZegcB5nFXTAN1EKZoQAQq1GQEKlT51fwrscbMnsdeXC7Pw1tFgtZd8RaF2cCbg__	1	2	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-8	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bJ4nn1QS~ybuD9KaY7cNu--F4y3ibDjeJcMh6HQK-hrS-WzJYmFeNWdC8r1oaqfTXsr9QtVXgqZGQ4kqeRev9SUzcvY3XsJCE~5Nwvvn0NAIVBPX5uVFVtqxfP6Lz9zW2G7D7cue07cdZtcEgx8-SHfUbY8pWo9VKGx1newWpsQ4h3P7C1F~VD0CcLbHy7Eyco2OPKNavT3Ida~D2yAZSd71p7F5PAa6~-d8FHCu-5ECJslvgjlziWXCbk-XIN64hhWEL5eSsu9LeC1ricdF1kS9ZegcB5nFXTAN1EKZoQAQq1GQEKlT51fwrscbMnsdeXC7Pw1tFgtZd8RaF2cCbg__	1	2	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-9	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bJ4nn1QS~ybuD9KaY7cNu--F4y3ibDjeJcMh6HQK-hrS-WzJYmFeNWdC8r1oaqfTXsr9QtVXgqZGQ4kqeRev9SUzcvY3XsJCE~5Nwvvn0NAIVBPX5uVFVtqxfP6Lz9zW2G7D7cue07cdZtcEgx8-SHfUbY8pWo9VKGx1newWpsQ4h3P7C1F~VD0CcLbHy7Eyco2OPKNavT3Ida~D2yAZSd71p7F5PAa6~-d8FHCu-5ECJslvgjlziWXCbk-XIN64hhWEL5eSsu9LeC1ricdF1kS9ZegcB5nFXTAN1EKZoQAQq1GQEKlT51fwrscbMnsdeXC7Pw1tFgtZd8RaF2cCbg__	1	2	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-10	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f02.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bJ4nn1QS~ybuD9KaY7cNu--F4y3ibDjeJcMh6HQK-hrS-WzJYmFeNWdC8r1oaqfTXsr9QtVXgqZGQ4kqeRev9SUzcvY3XsJCE~5Nwvvn0NAIVBPX5uVFVtqxfP6Lz9zW2G7D7cue07cdZtcEgx8-SHfUbY8pWo9VKGx1newWpsQ4h3P7C1F~VD0CcLbHy7Eyco2OPKNavT3Ida~D2yAZSd71p7F5PAa6~-d8FHCu-5ECJslvgjlziWXCbk-XIN64hhWEL5eSsu9LeC1ricdF1kS9ZegcB5nFXTAN1EKZoQAQq1GQEKlT51fwrscbMnsdeXC7Pw1tFgtZd8RaF2cCbg__	1	2	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-1	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run3	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f03.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=SFSCTBWdlZRfOB-CmUm~yWYKuAjCS-UUJlf2N~zoCVR~6SVfoKeG6bc1eR7t2C7V0kiW4AwUoOC7qAL81AhIRwNKehTTZDRRCzJqFCQYhLekIWXqCEHwDSjvnDHrunuq01JnIwJtkDFUdx1OwkDw5RmddK8pu1aMSP~w1R1YIPAXzC~S2l9gFsYwn1JuJ4UbkoGui-y3R1LLA-ghAjaKhIv~4zlPnE9cmKQ2X0Bbp7bdrDXgtq~K9IbH2ssTR2-ySzRAhNofJINanLbAdTB0n0zIR3thuau1gUQCGBFOQ7c6rGlkhBJwyfE1IMMnI5Qwo8~LYTcjHSaoPRuTu7kNJA__	1	3	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-2	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run3	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f03.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=SFSCTBWdlZRfOB-CmUm~yWYKuAjCS-UUJlf2N~zoCVR~6SVfoKeG6bc1eR7t2C7V0kiW4AwUoOC7qAL81AhIRwNKehTTZDRRCzJqFCQYhLekIWXqCEHwDSjvnDHrunuq01JnIwJtkDFUdx1OwkDw5RmddK8pu1aMSP~w1R1YIPAXzC~S2l9gFsYwn1JuJ4UbkoGui-y3R1LLA-ghAjaKhIv~4zlPnE9cmKQ2X0Bbp7bdrDXgtq~K9IbH2ssTR2-ySzRAhNofJINanLbAdTB0n0zIR3thuau1gUQCGBFOQ7c6rGlkhBJwyfE1IMMnI5Qwo8~LYTcjHSaoPRuTu7kNJA__	1	3	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-3	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run3	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f03.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=SFSCTBWdlZRfOB-CmUm~yWYKuAjCS-UUJlf2N~zoCVR~6SVfoKeG6bc1eR7t2C7V0kiW4AwUoOC7qAL81AhIRwNKehTTZDRRCzJqFCQYhLekIWXqCEHwDSjvnDHrunuq01JnIwJtkDFUdx1OwkDw5RmddK8pu1aMSP~w1R1YIPAXzC~S2l9gFsYwn1JuJ4UbkoGui-y3R1LLA-ghAjaKhIv~4zlPnE9cmKQ2X0Bbp7bdrDXgtq~K9IbH2ssTR2-ySzRAhNofJINanLbAdTB0n0zIR3thuau1gUQCGBFOQ7c6rGlkhBJwyfE1IMMnI5Qwo8~LYTcjHSaoPRuTu7kNJA__	1	3	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-4	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run3	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f03.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=SFSCTBWdlZRfOB-CmUm~yWYKuAjCS-UUJlf2N~zoCVR~6SVfoKeG6bc1eR7t2C7V0kiW4AwUoOC7qAL81AhIRwNKehTTZDRRCzJqFCQYhLekIWXqCEHwDSjvnDHrunuq01JnIwJtkDFUdx1OwkDw5RmddK8pu1aMSP~w1R1YIPAXzC~S2l9gFsYwn1JuJ4UbkoGui-y3R1LLA-ghAjaKhIv~4zlPnE9cmKQ2X0Bbp7bdrDXgtq~K9IbH2ssTR2-ySzRAhNofJINanLbAdTB0n0zIR3thuau1gUQCGBFOQ7c6rGlkhBJwyfE1IMMnI5Qwo8~LYTcjHSaoPRuTu7kNJA__	1	3	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-5	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run3	proteomic profiling by mass spectrometry	01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/01CPTAC_CompRef_UCEC_W_PNNL_20170922_B1S5_f03.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=SFSCTBWdlZRfOB-CmUm~yWYKuAjCS-UUJlf2N~zoCVR~6SVfoKeG6bc1eR7t2C7V0kiW4AwUoOC7qAL81AhIRwNKehTTZDRRCzJqFCQYhLekIWXqCEHwDSjvnDHrunuq01JnIwJtkDFUdx1OwkDw5RmddK8pu1aMSP~w1R1YIPAXzC~S2l9gFsYwn1JuJ4UbkoGui-y3R1LLA-ghAjaKhIv~4zlPnE9cmKQ2X0Bbp7bdrDXgtq~K9IbH2ssTR2-ySzRAhNofJINanLbAdTB0n0zIR3thuau1gUQCGBFOQ7c6rGlkhBJwyfE1IMMnI5Qwo8~LYTcjHSaoPRuTu7kNJA__	1	3	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
