source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD019483-Sample-13	Homo sapiens	not applicable	not available	not available	U205	not applicable	not applicable	not applicable	not applicable	1	organism part	run 103	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U205_f6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U205_f6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U205
PXD019483-Sample-13	Homo sapiens	not applicable	not available	not available	U205	not applicable	not applicable	not applicable	not applicable	1	organism part	run 104	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U205_f7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U205_f7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U205
PXD019483-Sample-13	Homo sapiens	not applicable	not available	not available	U205	not applicable	not applicable	not applicable	not applicable	1	organism part	run 105	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U205_f8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U205_f8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U205
PXD019483-Sample-14	Homo sapiens	not applicable	not available	not available	U87	not applicable	not applicable	not applicable	not applicable	1	organism part	run 106	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U87_f1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U87_f1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U87
PXD019483-Sample-14	Homo sapiens	not applicable	not available	not available	U87	not applicable	not applicable	not applicable	not applicable	1	organism part	run 107	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U87_f2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U87_f2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U87
PXD019483-Sample-14	Homo sapiens	not applicable	not available	not available	U87	not applicable	not applicable	not applicable	not applicable	1	organism part	run 108	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U87_f3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U87_f3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U87
PXD019483-Sample-14	Homo sapiens	not applicable	not available	not available	U87	not applicable	not applicable	not applicable	not applicable	1	organism part	run 109	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U87_f4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U87_f4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U87
PXD019483-Sample-14	Homo sapiens	not applicable	not available	not available	U87	not applicable	not applicable	not applicable	not applicable	1	organism part	run 110	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U87_f5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U87_f5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U87
PXD019483-Sample-14	Homo sapiens	not applicable	not available	not available	U87	not applicable	not applicable	not applicable	not applicable	1	organism part	run 111	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U87_f6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U87_f6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U87
PXD019483-Sample-14	Homo sapiens	not applicable	not available	not available	U87	not applicable	not applicable	not applicable	not applicable	1	organism part	run 112	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U87_f7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U87_f7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U87
PXD019483-Sample-14	Homo sapiens	not applicable	not available	not available	U87	not applicable	not applicable	not applicable	not applicable	1	organism part	run 113	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U87_f8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U87_f8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U87
