source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[biological replicate]	Material Type	assay name	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 114	AC=MS:1002038;NT=label free sample	MHCC97H_R1_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R1_F6.raw	1	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 115	AC=MS:1002038;NT=label free sample	MHCC97H_R2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R2_F1.raw	2	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 116	AC=MS:1002038;NT=label free sample	MHCC97H_R2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R2_F2.raw	2	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 117	AC=MS:1002038;NT=label free sample	MHCC97H_R2_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R2_F3.raw	2	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 118	AC=MS:1002038;NT=label free sample	MHCC97H_R2_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R2_F4.raw	2	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 119	AC=MS:1002038;NT=label free sample	MHCC97H_R2_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R2_F5.raw	2	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 120	AC=MS:1002038;NT=label free sample	MHCC97H_R2_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R2_F6.raw	2	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 121	AC=MS:1002038;NT=label free sample	MHCC97H_R3_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R3_F1.raw	3	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 122	AC=MS:1002038;NT=label free sample	MHCC97H_R3_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R3_F2.raw	3	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 123	AC=MS:1002038;NT=label free sample	MHCC97H_R3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R3_F3.raw	3	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 124	AC=MS:1002038;NT=label free sample	MHCC97H_R3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R3_F4.raw	3	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 125	AC=MS:1002038;NT=label free sample	MHCC97H_R3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R3_F5.raw	3	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 126	AC=MS:1002038;NT=label free sample	MHCC97H_R3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R3_F6.raw	3	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 127	AC=MS:1002038;NT=label free sample	MHCC97L_R1_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R1_F1.raw	1	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 128	AC=MS:1002038;NT=label free sample	MHCC97L_R1_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R1_F2.raw	1	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 129	AC=MS:1002038;NT=label free sample	MHCC97L_R1_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R1_F3.raw	1	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 130	AC=MS:1002038;NT=label free sample	MHCC97L_R1_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R1_F4.raw	1	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 131	AC=MS:1002038;NT=label free sample	MHCC97L_R1_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R1_F5.raw	1	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 132	AC=MS:1002038;NT=label free sample	MHCC97L_R1_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R1_F6.raw	1	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 133	AC=MS:1002038;NT=label free sample	MHCC97L_R2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R2_F1.raw	2	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 134	AC=MS:1002038;NT=label free sample	MHCC97L_R2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R2_F2.raw	2	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 135	AC=MS:1002038;NT=label free sample	MHCC97L_R2_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R2_F3.raw	2	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 136	AC=MS:1002038;NT=label free sample	MHCC97L_R2_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R2_F4.raw	2	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 137	AC=MS:1002038;NT=label free sample	MHCC97L_R2_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R2_F5.raw	2	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 138	AC=MS:1002038;NT=label free sample	MHCC97L_R2_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R2_F6.raw	2	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 139	AC=MS:1002038;NT=label free sample	MHCC97L_R3_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R3_F1.raw	3	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 140	AC=MS:1002038;NT=label free sample	MHCC97L_R3_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R3_F2.raw	3	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 141	AC=MS:1002038;NT=label free sample	MHCC97L_R3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R3_F3.raw	3	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 142	AC=MS:1002038;NT=label free sample	MHCC97L_R3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R3_F4.raw	3	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 143	AC=MS:1002038;NT=label free sample	MHCC97L_R3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R3_F5.raw	3	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-8	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97L	not available	1	cell	run 144	AC=MS:1002038;NT=label free sample	MHCC97L_R3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97L_R3_F6.raw	3	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97L
PXD036643-Sample-9	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	PLC/PRF/5	Alexander cell	1	cell	run 145	AC=MS:1002038;NT=label free sample	PLCPRF5_R1_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/PLCPRF5_R1_F1.raw	1	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	PLC/PRF/5
PXD036643-Sample-9	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	PLC/PRF/5	Alexander cell	1	cell	run 146	AC=MS:1002038;NT=label free sample	PLCPRF5_R1_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/PLCPRF5_R1_F2.raw	1	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	PLC/PRF/5
PXD036643-Sample-9	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	PLC/PRF/5	Alexander cell	1	cell	run 147	AC=MS:1002038;NT=label free sample	PLCPRF5_R1_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/PLCPRF5_R1_F3.raw	1	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	PLC/PRF/5
PXD036643-Sample-9	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	PLC/PRF/5	Alexander cell	1	cell	run 148	AC=MS:1002038;NT=label free sample	PLCPRF5_R1_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/PLCPRF5_R1_F4.raw	1	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	PLC/PRF/5
PXD036643-Sample-9	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	PLC/PRF/5	Alexander cell	1	cell	run 149	AC=MS:1002038;NT=label free sample	PLCPRF5_R1_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/PLCPRF5_R1_F5.raw	1	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	PLC/PRF/5
PXD036643-Sample-9	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	PLC/PRF/5	Alexander cell	1	cell	run 150	AC=MS:1002038;NT=label free sample	PLCPRF5_R1_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/PLCPRF5_R1_F6.raw	1	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	PLC/PRF/5
PXD036643-Sample-9	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	PLC/PRF/5	Alexander cell	1	cell	run 151	AC=MS:1002038;NT=label free sample	PLCPRF5_R2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/PLCPRF5_R2_F1.raw	2	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	PLC/PRF/5
